Group2,Marker,Group1,Date,Session,Treatment,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,R1,Rank1,R2,Rank2,R0,Rank0,Group0,Type,TimeContinueWelcomeOK,charity,charityPart2,TimeOKChoiceCharityOK,TimeOKPart1OK,DictatorSelf,DictatorCharity,TimeOKUltimatumAgentOK,TimeOKPayoffInformationOK,answerPart2,TimeOKCodeToStartPart2OK,TimeOKPart2OK,answer1,answer2,answer3,answer4,answer6,answer7,TimeOKControlQuestionsOK,TimeOKGroupAssignmentOK,TimeOKPAPrincipalExpectedAcceptanceOK,TimeOKPAPrincipalEffortOK,OptimalWage,TimeOKPAAgentOK,TimeOKPAAgentEffortOK,PreferedWage,PreferedEffort,TimeOKPAAgentPreferedContractOK,TimeCONTINUEQuestionnaireOK,gender,age,study,TimeCONTINUEQuestion1SociecoOK,fair_wage,fair_effort,TimeCONTINUEQuestion2FairnessRatingsOK,Give_Charity,Punish_Self,Punish_Others,TimeCONTINUEQuestion3WillingnessToActOK,Favor_return,Favor_revenge,Favor_intentions,TimeCONTINUEQuestion4FavorOK,Gift,TimeCONTINUEQuestion5GiftOK,Donation_Good_Cause,TimeCONTINUEQuestion6DonationOK,UltimatumContractConcluded,PAContractConcluded,PAEffort,PAWage,UltimatumPayoff,PAPayoff,OptimalWagePayoff,OptimalWageBonus,NumCorrectAcceptGuesses,NumCorrectRefuseGuesses,PayoffPart1,TotalPayoff,PayoffCharityPart1,PayoffCharityPart1Euro,PayoffCharityPart2,PayoffCharityPart2Euro,TotalPayoffCharity,TotalPayoffCharityEuro,TimeOKFinalPayoffCalculationOK,TimeOKFinalPayoffDisplayAgentOK,TimeOKFinalPayoffDisplayPrincipalOK,TimeTheEndTheEndOK,Ultimatum_Accept_Agent_atShare_Principal_10,Ultimatum_Accept_Agent_atShare_Principal_20,Ultimatum_Accept_Agent_atShare_Principal_30,Ultimatum_Accept_Agent_atShare_Principal_40,Ultimatum_Accept_Agent_atShare_Principal_50,Ultimatum_Accept_Agent_atShare_Principal_60,Ultimatum_Accept_Agent_atShare_Principal_70,Ultimatum_Accept_Agent_atShare_Principal_80,Ultimatum_Accept_Agent_atShare_Principal_90,PA_Accept_Agent_atWage_1,PA_Accept_Agent_atWage_3,PA_Accept_Agent_atWage_5,PA_Accept_Agent_atWage_10,PA_Accept_Agent_atWage_15,PA_Accept_Agent_atWage_20,PA_Accept_Agent_atWage_25,PA_Accept_Agent_atWage_30,PA_Accept_Agent_atWage_35,PA_Accept_Agent_atWage_40,PA_Accept_Agent_atWage_45,PA_Accept_Agent_atWage_50,PA_Accept_Agent_atWage_55,PA_Accept_Agent_atWage_60,PA_Accept_Agent_atWage_65,PA_Accept_Agent_atWage_75,PA_Accept_Agent_atWage_85,PA_Accept_Agent_atWage_95,PA_OfferedEffort_Agent_atWage_1,PA_OfferedEffort_Agent_atWage_3,PA_OfferedEffort_Agent_atWage_5,PA_OfferedEffort_Agent_atWage_10,PA_OfferedEffort_Agent_atWage_15,PA_OfferedEffort_Agent_atWage_20,PA_OfferedEffort_Agent_atWage_25,PA_OfferedEffort_Agent_atWage_30,PA_OfferedEffort_Agent_atWage_35,PA_OfferedEffort_Agent_atWage_40,PA_OfferedEffort_Agent_atWage_45,PA_OfferedEffort_Agent_atWage_50,PA_OfferedEffort_Agent_atWage_55,PA_OfferedEffort_Agent_atWage_60,PA_OfferedEffort_Agent_atWage_65,PA_OfferedEffort_Agent_atWage_75,PA_OfferedEffort_Agent_atWage_85,PA_OfferedEffort_Agent_atWage_95,Ultimatum_Offer_Principal,PA_Offer_Principal,PA_ExpectedAcceptance_Principal_atWage_1,PA_ExpectedAcceptance_Principal_atWage_3,PA_ExpectedAcceptance_Principal_atWage_5,PA_ExpectedAcceptance_Principal_atWage_10,PA_ExpectedAcceptance_Principal_atWage_15,PA_ExpectedAcceptance_Principal_atWage_20,PA_ExpectedAcceptance_Principal_atWage_25,PA_ExpectedAcceptance_Principal_atWage_30,PA_ExpectedAcceptance_Principal_atWage_35,PA_ExpectedAcceptance_Principal_atWage_40,PA_ExpectedAcceptance_Principal_atWage_45,PA_ExpectedAcceptance_Principal_atWage_50,PA_ExpectedAcceptance_Principal_atWage_55,PA_ExpectedAcceptance_Principal_atWage_60,PA_ExpectedAcceptance_Principal_atWage_65,PA_ExpectedAcceptance_Principal_atWage_75,PA_ExpectedAcceptance_Principal_atWage_85,PA_ExpectedAcceptance_Principal_atWage_95,PA_ExpectedEffort_Principal_atWage_1,PA_ExpectedEffort_Principal_atWage_3,PA_ExpectedEffort_Principal_atWage_5,PA_ExpectedEffort_Principal_atWage_10,PA_ExpectedEffort_Principal_atWage_15,PA_ExpectedEffort_Principal_atWage_20,PA_ExpectedEffort_Principal_atWage_25,PA_ExpectedEffort_Principal_atWage_30,PA_ExpectedEffort_Principal_atWage_35,PA_ExpectedEffort_Principal_atWage_40,PA_ExpectedEffort_Principal_atWage_45,PA_ExpectedEffort_Principal_atWage_50,PA_ExpectedEffort_Principal_atWage_55,PA_ExpectedEffort_Principal_atWage_60,PA_ExpectedEffort_Principal_atWage_65,PA_ExpectedEffort_Principal_atWage_75,PA_ExpectedEffort_Principal_atWage_85,PA_ExpectedEffort_Principal_atWage_95,profitmax_effort,real_profitmax_wage,source_treatment,Agent,treatment_label,giveC,min_ug,P1Self1,P1Self2,P1Self3,P1Self4,P1Self5,P1SelfP,P1Org1,P1Org2,P1Org3,P1Org4,P1Org5,P1OrgP,max_indiff,chosen_charity,TimeContinuePrefOrgIntroOK,min_o1_o2,min_o1_o2_o3,min_o1_o2_o3_o4,min_o1_o2_o3_o4_o5,rand_P1_char,charityPart1,TimeOKSelectCharityOK,TimeOKRoleAssignmentOK
9,2,1,160804_0951,2,S,subjects,1,17,1,18.691,18.691,1,0.994577667,1,0.374313311,9,0.131734138,15,15,2,99999.0,8.0,8.0,99999.0,99999.0,90,10,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,99999.0,0,0,0,99999,99999,30,8,99999,99999,0,29,1,99999,30,6,99999,8,7,9,99999,9,5,7,99999,2,99999,50,99999,1,1,10,95,50,177.0,0,0.0,0,0,140,177.0,10,0.83,250.0,20.75,250,20.75,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ge_prosocial,1,Prosocial,10.0,40.0,,,,,,,,,,,,,,,,,,,,,,,
9,3,10,160804_1119,3,S,subjects,1,28,1,11.47,11.47,1,0.176259553,10,0.400575483,9,0.374885296,11,11,2,99999.0,6.0,6.0,99999.0,99999.0,50,50,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,99999.0,0,0,0,99999,99999,60,10,99999,99999,1,24,3,99999,60,10,99999,7,2,7,99999,10,2,6,99999,5,99999,500,99999,1,1,8,35,40,123.0,0,0.0,0,0,90,90.0,50,4.15,200.0,16.6,50,4.15,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,6.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ge_prosocial,1,Prosocial,50.0,40.0,,,,,,,,,,,,,,,,,,,,,,,
9,4,15,160803_1122,1,P,subjects,1,25,1,10.64,10.64,1,0.049935624,15,0.432127785,9,0.88621872,3,3,2,99999.0,10.0,,99999.0,99999.0,70,30,99999,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,0,0,0,99999,99999,95,1,99999,99999,1,21,3,99999,50,8,99999,10,8,8,99999,10,2,0,99999,4,99999,100,99999,1,1,4,30,10,126.0,0,0.0,0,0,80,80.0,30,2.49,,,30,2.49,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0,6.0,7.0,8.0,1.0,6.0,9.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ge_prosocial,1,GE,30.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
9,5,11,160803_1241,2,P,subjects,1,26,1,16.035,16.035,1,0.306893541,11,0.299628358,9,0.044772727,15,15,2,99999.0,7.0,,99999.0,99999.0,70,30,99999,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,0,0,0,99999,99999,65,10,99999,99999,1,24,2,99999,65,10,99999,10,10,10,99999,10,5,6,99999,5,99999,400,99999,1,1,7,55,50,145.0,0,0.0,0,0,120,145.0,30,2.49,,,-1,-1.0,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0,6.0,7.0,8.0,9.0,9.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ge_prosocial,1,GE,30.0,40.0,,,,,,,,,,,,,,,,,,,,,,,
9,6,11,160804_1250,3,P,subjects,1,29,1,12.715,12.715,1,0.33992077,11,0.674984708,9,0.459753124,10,10,2,99999.0,1.0,,99999.0,99999.0,80,20,99999,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,0,0,0,99999,99999,95,1,99999,99999,1,21,1,99999,50,6,99999,8,3,2,99999,10,3,1,99999,6,99999,300,99999,1,0,0,5,50,105.0,0,0.0,0,0,130,105.0,20,1.66,,,-1,-1.0,99999,99999,0,99999,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ge_prosocial,1,GE,20.0,50.0,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,160803_0949,1,S,subjects,1,1,1,13.96,13.96,1,0.98208583,1,0.004823118,16,0.967123604,0,1,1,99999.0,7.0,8.0,0.0,99999.0,70,30,0,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,99999.0,99999,99999,95,0,0,0,0,0,99999,0,22,3,99999,60,10,99999,7,2,2,99999,8,0,9,99999,4,99999,100,99999,1,1,4,50,50,91.5,-45,0.0,1,2,120,120.0,30,2.49,100.0,8.3,30,2.49,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,3.0,25.0,ge_prosocial,0,Prosocial,30.0,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1,160804_0951,2,S,subjects,1,1,1,14.4995,14.4995,1,0.318788784,14,0.699110619,5,0.392605146,10,1,1,99999.0,1.0,1.0,0.0,99999.0,80,20,0,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,99999.0,99999,99999,75,0,0,0,0,0,99999,1,20,2,99999,40,7,99999,8,3,5,99999,8,3,7,99999,4,99999,200,99999,1,1,6,35,50,126.5,25,0.0,1,2,130,126.5,20,1.66,150.0,12.45,150,12.45,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,35.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,9.0,10.0,10.0,60.0,ge_prosocial,0,Prosocial,20.0,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1,160804_1119,3,S,subjects,1,1,1,11.47,11.47,1,0.625600983,3,0.404399289,8,0.570025317,5,1,1,99999.0,3.0,2.0,0.0,99999.0,90,10,0,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,99999.0,99999,99999,25,0,0,0,0,0,99999,0,30,3,99999,60,10,99999,10,10,10,99999,10,0,0,99999,6,99999,50,99999,0,1,7,60,0,111.0,25,0.0,0,2,90,90.0,10,0.83,175.0,14.525,10,0.83,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,60.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,15.0,ge_prosocial,0,Prosocial,10.0,,,,,,,,,,,,,,,,,,,,,,,,
1,4,1,160803_1122,1,P,subjects,1,1,1,9.81,9.81,1,0.90132497,0,0.770120223,2,0.276844821,12,1,1,99999.0,1.0,,0.0,99999.0,70,30,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,25,0,0,0,0,0,99999,1,23,3,99999,30,5,99999,7,0,0,99999,9,0,0,99999,3,99999,300,99999,0,0,0,20,0,106.0,-15,0.0,8,4,70,70.0,30,2.49,,,30,2.49,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,20.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,4.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,ge_prosocial,0,GE,30.0,,,,,,,,,,,,,,,,,,,,,,,,
1,5,1,160803_1241,2,P,subjects,1,1,1,10.9305,10.9305,1,0.717120844,6,0.389249471,8,0.630703455,4,1,1,99999.0,10.0,,0.0,99999.0,100,0,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,1,0,0,0,0,0,99999,0,26,3,99999,40,7,99999,10,4,7,99999,10,4,0,99999,5,99999,0,99999,1,1,1,30,50,83.5,-1,0.0,4,3,150,83.5,0,0.0,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,30.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,55.0,ge_prosocial,0,GE,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,6,1,160804_1250,3,P,subjects,1,1,1,14.873,14.873,1,0.376381817,8,0.434038173,12,0.365077963,10,1,1,99999.0,1.0,,0.0,99999.0,100,0,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,60,0,0,0,0,0,99999,0,23,1,99999,60,10,99999,5,4,2,99999,8,3,8,99999,6,99999,0,99999,1,1,4,10,50,131.0,30,0.0,0,2,150,131.0,0,0.0,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,10.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,35.0,ge_prosocial,0,GE,0.0,,,,,,,,,,,,,,,,,,,,,,,,
10,1,10,160803_0949,1,S,subjects,1,10,1,11.47,11.47,1,0.17924138,14,0.874590768,4,0.839300228,1,10,1,99999.0,10.0,1.0,0.0,99999.0,40,60,0,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,99999.0,99999,99999,10,0,0,0,0,0,99999,1,24,2,99999,60,10,99999,10,3,4,99999,9,0,8,99999,2,99999,180,99999,1,0,0,10,50,104.0,-10,0.0,0,8,90,90.0,60,4.98,0.0,0.0,60,4.98,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,10.0,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,9.0,65.0,ge_prosocial,0,Prosocial,60.0,,,,,,,,,,,,,,,,,,,,,,,,
10,2,10,160804_0951,2,S,subjects,1,10,1,15.371,15.371,1,0.540750328,9,0.670352357,6,0.71628554,3,10,1,99999.0,6.0,10.0,0.0,99999.0,90,10,0,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,99999.0,99999,99999,40,0,0,0,0,0,99999,1,24,3,99999,35,6,99999,5,5,7,99999,10,5,2,99999,5,99999,250,99999,1,1,7,35,50,137.0,40,0.5,0,3,140,137.0,10,0.83,175.0,14.525,175,14.525,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,35.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,ge_prosocial,0,Prosocial,10.0,,,,,,,,,,,,,,,,,,,,,,,,
10,3,10,160804_1119,3,S,subjects,1,10,1,16.45,16.45,1,0.8619147,0,0.713430422,4,0.240064528,12,10,1,99999.0,1.0,3.0,0.0,99999.0,90,10,0,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,99999.0,99999,99999,40,0,0,0,0,0,99999,0,27,1,99999,50,9,99999,8,5,3,99999,10,4,7,99999,4,99999,75,99999,1,1,2,30,60,93.5,0,0.0,2,5,150,150.0,10,0.83,50.0,4.15,10,0.83,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,30.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,7.0,55.0,ge_prosocial,0,Prosocial,10.0,,,,,,,,,,,,,,,,,,,,,,,,
10,4,10,160803_1122,1,P,subjects,1,10,1,12.3,12.3,1,0.568765251,4,0.105960139,14,0.835873501,3,10,1,99999.0,12.0,,0.0,99999.0,50,50,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,60,0,0,0,0,0,99999,1,22,3,99999,60,10,99999,8,2,4,99999,10,1,6,99999,4,99999,500,99999,1,1,3,25,50,105.5,10,0.0,1,0,100,100.0,50,4.15,,,50,4.15,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,7.0,55.0,ge_prosocial,0,GE,50.0,,,,,,,,,,,,,,,,,,,,,,,,
10,5,10,160803_1241,2,P,subjects,1,10,1,15.62,15.62,1,0.554478971,10,0.767054188,4,0.346913787,11,10,1,99999.0,3.0,,0.0,99999.0,100,0,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,15,0,0,0,0,0,99999,1,23,3,99999,60,10,99999,2,4,5,99999,7,5,1,99999,4,99999,50,99999,1,1,10,60,50,140.0,15,0.0,0,0,150,140.0,0,0.0,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,60.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,9.0,50.0,ge_prosocial,0,GE,0.0,,,,,,,,,,,,,,,,,,,,,,,,
10,6,10,160804_1250,3,P,subjects,1,10,1,16.201,16.201,1,0.681566384,3,0.775309729,7,0.524396118,9,10,1,99999.0,1.0,,0.0,99999.0,90,10,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,30,0,0,0,0,0,99999,1,22,3,99999,55,9,99999,7,1,6,99999,9,1,6,99999,6,99999,300,99999,1,1,8,35,50,147.0,-30,0.0,0,4,140,147.0,10,0.83,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,35.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,3.0,5.0,4.0,5.0,6.0,2.0,7.0,3.0,1.0,3.0,4.0,6.0,10.0,50.0,ge_prosocial,0,GE,10.0,,,,,,,,,,,,,,,,,,,,,,,,
11,1,11,160803_0949,1,S,subjects,1,11,1,11.47,11.47,1,0.560634563,4,0.608380478,7,0.143786348,12,11,1,99999.0,12.0,8.0,0.0,99999.0,90,10,0,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,99999.0,99999,99999,45,0,0,0,0,0,99999,1,23,2,99999,35,6,99999,7,2,1,99999,10,1,2,99999,1,99999,10,99999,0,1,2,40,0,81.5,-25,0.0,0,3,90,90.0,10,0.83,50.0,4.15,10,0.83,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,40.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,8.0,1.0,20.0,ge_prosocial,0,Prosocial,10.0,,,,,,,,,,,,,,,,,,,,,,,,
11,2,11,160804_0951,2,S,subjects,1,11,1,12.4245,12.4245,1,0.121021517,15,0.995846163,0,0.763023248,3,11,1,99999.0,1.0,1.0,0.0,99999.0,70,30,0,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,99999.0,99999,99999,50,0,0,0,0,0,99999,1,21,3,99999,40,7,99999,6,2,2,99999,10,1,4,99999,4,99999,150,99999,0,0,0,40,0,101.5,-10,0.0,0,3,70,101.5,30,2.49,0.0,0.0,0,0.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,85.0,ge_prosocial,0,Prosocial,30.0,,,,,,,,,,,,,,,,,,,,,,,,
11,3,11,160804_1119,3,S,subjects,1,11,1,16.45,16.45,1,0.445950831,3,0.285393948,11,0.058906361,14,11,1,99999.0,6.0,6.0,0.0,99999.0,100,0,0,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,99999.0,99999,99999,50,0,0,0,0,0,99999,0,24,2,99999,60,10,99999,10,10,10,99999,10,7,3,99999,1,99999,0,99999,1,1,8,50,50,132.5,30,0.0,2,3,150,150.0,0,0.0,200.0,16.6,0,0.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,10.0,10.0,60.0,ge_prosocial,0,Prosocial,0.0,,,,,,,,,,,,,,,,,,,,,,,,
11,4,11,160803_1122,1,P,subjects,1,11,1,14.79,14.79,1,0.397780008,7,0.997014527,0,0.029702014,16,11,1,99999.0,10.0,,0.0,99999.0,80,20,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,55,0,0,0,0,0,99999,1,24,3,99999,5,1,99999,2,3,6,99999,10,4,3,99999,3,99999,100,99999,1,0,0,5,50,101.5,45,0.5,0,2,130,130.0,20,1.66,,,20,1.66,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,6.0,6.0,7.0,8.0,7.0,8.0,8.0,8.0,10.0,55.0,ge_prosocial,0,GE,20.0,,,,,,,,,,,,,,,,,,,,,,,,
11,5,11,160803_1241,2,P,subjects,1,11,1,12.3,12.3,1,0.674276807,6,0.389466499,8,0.209864766,13,11,1,99999.0,1.0,,0.0,99999.0,90,10,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,1,0,0,0,0,0,99999,1,22,1,99999,60,10,99999,5,5,8,99999,5,5,5,99999,6,99999,250,99999,1,0,0,1,50,100.0,-1,0.0,0,0,140,100.0,10,0.83,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,60.0,ge_prosocial,0,GE,10.0,,,,,,,,,,,,,,,,,,,,,,,,
11,6,11,160804_1250,3,P,subjects,1,11,1,12.5075,12.5075,1,0.723969869,3,0.335606567,13,0.588578118,7,11,1,99999.0,1.0,,0.0,99999.0,80,20,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,10,0,0,0,0,0,99999,0,27,3,99999,15,6,99999,7,4,4,99999,7,3,2,99999,3,99999,288,99999,1,0,0,10,50,102.5,-10,0.0,2,3,130,102.5,20,1.66,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,10.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,5.0,4.0,3.0,3.0,4.0,6.0,7.0,7.0,6.0,6.0,8.0,9.0,9.0,10.0,10.0,65.0,ge_prosocial,0,GE,20.0,,,,,,,,,,,,,,,,,,,,,,,,
