n,Treatment,treatment_label,gender,age,study,DictatorCharity,giveC,min_ug,Favor_intentions,Favor_revenge,Favor_return,Punish_Self,Punish_Others,Gift,Give_Charity,Donation_Good_Cause,Wage,Effort,Acceptance
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,3,0.0,0.0
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,5,0.0,0.0
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,10,0.0,0.0
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,15,0.0,0.0
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,20,0.0,0.0
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,25,0.0,0.0
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,30,0.0,0.0
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,35,0.0,0.0
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,40,5.0,1.0
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,45,5.0,1.0
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,50,6.0,1.0
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,55,7.0,1.0
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,60,8.0,1.0
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,65,9.0,1.0
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,75,10.0,1.0
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,85,10.0,1.0
50,P,GE,0,28,3,30,30.0,30.0,7,4,8,3,3,2,7,100,95,10.0,1.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,1,0.0,0.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,3,0.0,0.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,5,0.0,0.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,10,0.0,0.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,15,0.0,0.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,20,1.0,1.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,25,1.0,1.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,30,1.0,1.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,35,1.0,1.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,40,1.0,1.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,45,1.0,1.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,50,1.0,1.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,55,1.0,1.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,60,1.0,1.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,65,1.0,1.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,75,1.0,1.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,85,1.0,1.0
51,P,GE,1,23,2,10,10.0,50.0,0,9,8,8,6,3,3,0,95,1.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,1,1.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,3,1.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,5,1.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,10,1.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,15,2.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,20,2.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,25,3.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,30,3.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,35,4.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,40,4.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,45,5.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,50,5.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,55,6.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,60,6.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,65,7.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,75,8.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,85,9.0,1.0
52,P,GE,0,26,3,20,20.0,40.0,7,2,8,3,5,5,7,250,95,10.0,1.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,1,0.0,0.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,3,0.0,0.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,5,1.0,1.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,10,1.0,1.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,15,1.0,1.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,20,5.0,1.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,25,5.0,1.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,30,8.0,1.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,35,8.0,1.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,40,8.0,1.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,45,8.0,1.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,50,8.0,1.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,55,8.0,1.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,60,8.0,1.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,65,8.0,1.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,75,8.0,1.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,85,8.0,1.0
53,S,Prosocial,1,22,1,30,30.0,50.0,5,7,9,9,8,2,8,100,95,8.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,1,1.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,3,1.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,5,3.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,10,4.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,15,5.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,20,5.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,25,6.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,30,6.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,35,7.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,40,7.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,45,7.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,50,8.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,55,8.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,60,9.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,65,10.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,75,10.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,85,10.0,1.0
54,S,Prosocial,1,24,3,30,30.0,40.0,6,1,10,1,1,2,7,100,95,10.0,1.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,1,0.0,0.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,3,0.0,0.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,5,0.0,0.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,10,0.0,0.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,15,0.0,0.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,20,0.0,0.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,25,8.0,1.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,30,8.0,1.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,35,8.0,1.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,40,8.0,1.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,45,8.0,1.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,50,8.0,1.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,55,8.0,1.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,60,8.0,1.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,65,8.0,1.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,75,8.0,1.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,85,8.0,1.0
55,S,Prosocial,1,25,3,0,0.0,90.0,8,8,8,7,7,4,7,50,95,8.0,1.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,1,0.0,0.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,3,0.0,0.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,5,1.0,1.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,10,1.0,1.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,15,1.0,1.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,20,1.0,1.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,25,1.0,1.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,30,1.0,1.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,35,1.0,1.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,40,1.0,1.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,45,1.0,1.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,50,1.0,1.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,55,1.0,1.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,60,1.0,1.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,65,1.0,1.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,75,1.0,1.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,85,1.0,1.0
56,P,GE,0,22,2,10,10.0,10.0,2,0,10,3,1,1,6,100,95,1.0,1.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,1,0.0,0.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,3,0.0,0.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,5,1.0,1.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,10,1.0,1.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,15,2.0,1.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,20,3.0,1.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,25,3.0,1.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,30,4.0,1.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,35,5.0,1.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,40,5.0,1.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,45,6.0,1.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,50,6.0,1.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,55,7.0,1.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,60,8.0,1.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,65,8.0,1.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,75,1.0,1.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,85,1.0,1.0
57,P,GE,0,23,2,10,10.0,40.0,1,6,8,7,6,0,1,10,95,1.0,1.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,1,0.0,0.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,3,0.0,0.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,5,0.0,0.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,10,0.0,0.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,15,0.0,0.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,20,0.0,0.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,25,1.0,1.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,30,2.0,1.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,35,3.0,1.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,40,3.0,1.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,45,4.0,1.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,50,4.0,1.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,55,5.0,1.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,60,6.0,1.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,65,7.0,1.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,75,8.0,1.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,85,8.0,1.0
58,P,GE,1,26,1,20,20.0,50.0,8,6,10,9,9,4,8,50,95,9.0,1.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,1,0.0,0.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,3,0.0,0.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,5,0.0,0.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,10,0.0,0.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,15,0.0,0.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,20,0.0,0.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,25,0.0,0.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,30,6.0,1.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,35,6.0,1.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,40,7.0,1.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,45,8.0,1.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,50,9.0,1.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,55,10.0,1.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,60,10.0,1.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,65,10.0,1.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,75,10.0,1.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,85,10.0,1.0
59,S,Prosocial,0,24,3,0,0.0,20.0,5,9,10,10,7,4,2,100,95,10.0,1.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,1,0.0,0.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,3,0.0,0.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,5,1.0,1.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,10,1.0,1.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,15,1.0,1.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,20,1.0,1.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,25,2.0,1.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,30,3.0,1.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,35,4.0,1.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,40,5.0,1.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,45,5.0,1.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,50,6.0,1.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,55,6.0,1.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,60,7.0,1.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,65,8.0,1.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,75,8.0,1.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,85,9.0,1.0
60,S,Prosocial,0,24,3,0,0.0,50.0,3,2,8,5,5,2,3,300,95,10.0,1.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,1,0.0,0.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,3,0.0,0.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,5,0.0,0.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,10,0.0,0.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,15,0.0,0.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,20,0.0,0.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,25,0.0,0.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,30,0.0,0.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,35,2.0,1.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,40,4.0,1.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,45,4.0,1.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,50,7.0,1.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,55,8.0,1.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,60,8.0,1.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,65,9.0,1.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,75,10.0,1.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,85,10.0,1.0
61,S,Prosocial,1,23,3,10,10.0,60.0,7,5,10,3,6,1,7,60,95,10.0,1.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,1,0.0,0.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,3,0.0,0.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,5,0.0,0.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,10,0.0,0.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,15,3.0,1.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,20,4.0,1.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,25,4.0,1.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,30,5.0,1.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,35,5.0,1.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,40,6.0,1.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,45,7.0,1.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,50,8.0,1.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,55,8.0,1.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,60,9.0,1.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,65,9.0,1.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,75,10.0,1.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,85,10.0,1.0
62,P,GE,1,24,1,30,30.0,30.0,0,4,9,7,6,5,2,50,95,10.0,1.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,1,0.0,0.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,3,0.0,0.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,5,0.0,0.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,10,0.0,0.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,15,0.0,0.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,20,0.0,0.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,25,0.0,0.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,30,0.0,0.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,35,0.0,0.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,40,4.0,1.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,45,5.0,1.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,50,5.0,1.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,55,6.0,1.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,60,7.0,1.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,65,9.0,1.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,75,8.0,1.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,85,9.0,1.0
63,P,GE,1,24,1,30,30.0,50.0,4,2,8,3,8,2,6,350,95,9.0,1.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,1,0.0,0.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,3,0.0,0.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,5,0.0,0.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,10,1.0,1.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,15,1.0,1.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,20,1.0,1.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,25,1.0,1.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,30,1.0,1.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,35,1.0,1.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,40,1.0,1.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,45,1.0,1.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,50,1.0,1.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,55,1.0,1.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,60,1.0,1.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,65,1.0,1.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,75,1.0,1.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,85,1.0,1.0
64,P,GE,0,26,2,10,10.0,30.0,6,8,10,6,3,4,9,0,95,1.0,1.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,1,0.0,0.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,3,0.0,0.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,5,0.0,0.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,10,0.0,0.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,15,0.0,0.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,20,0.0,0.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,25,0.0,0.0
