n,Treatment,treatment_label,gender,age,study,DictatorCharity,giveC,min_ug,Favor_intentions,Favor_revenge,Favor_return,Punish_Self,Punish_Others,Gift,Give_Charity,Donation_Good_Cause,Wage,Effort,Acceptance
151,PAN,Efficiency,1,25,3,50,50.0,50.0,2,9,8,10,10,5,10,400,50,2.0,1.0
151,PAN,Efficiency,1,25,3,50,50.0,50.0,2,9,8,10,10,5,10,400,55,3.0,1.0
151,PAN,Efficiency,1,25,3,50,50.0,50.0,2,9,8,10,10,5,10,400,60,3.0,1.0
151,PAN,Efficiency,1,25,3,50,50.0,50.0,2,9,8,10,10,5,10,400,65,3.0,1.0
151,PAN,Efficiency,1,25,3,50,50.0,50.0,2,9,8,10,10,5,10,400,75,4.0,1.0
151,PAN,Efficiency,1,25,3,50,50.0,50.0,2,9,8,10,10,5,10,400,85,5.0,1.0
151,PAN,Efficiency,1,25,3,50,50.0,50.0,2,9,8,10,10,5,10,400,95,5.0,1.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,1,0.0,0.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,3,0.0,0.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,5,0.0,0.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,10,0.0,0.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,15,0.0,0.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,20,0.0,0.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,25,0.0,0.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,30,0.0,0.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,35,0.0,0.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,40,0.0,0.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,45,0.0,0.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,50,4.0,1.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,55,5.0,1.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,60,6.0,1.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,65,7.0,1.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,75,8.0,1.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,85,9.0,1.0
152,PAN,Efficiency,0,19,1,0,0.0,50.0,0,2,10,2,6,1,5,0,95,10.0,1.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,1,0.0,0.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,3,0.0,0.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,5,0.0,0.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,10,1.0,1.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,15,1.0,1.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,20,1.0,1.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,25,1.0,1.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,30,1.0,1.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,35,1.0,1.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,40,1.0,1.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,45,1.0,1.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,50,1.0,1.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,55,1.0,1.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,60,1.0,1.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,65,1.0,1.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,75,1.0,1.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,85,1.0,1.0
153,PAN,Efficiency,1,27,3,0,0.0,10.0,1,9,10,8,8,1,8,0,95,1.0,1.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,1,0.0,0.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,3,0.0,0.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,5,0.0,0.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,10,1.0,1.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,15,1.0,1.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,20,1.0,1.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,25,1.0,1.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,30,1.0,1.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,35,1.0,1.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,40,1.0,1.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,45,1.0,1.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,50,2.0,1.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,55,2.0,1.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,60,2.0,1.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,65,2.0,1.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,75,2.0,1.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,85,2.0,1.0
154,PAN,Efficiency,0,19,2,10,10.0,10.0,5,7,9,7,5,1,6,10,95,3.0,1.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,1,0.0,0.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,3,0.0,0.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,5,0.0,0.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,10,1.0,1.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,15,1.0,1.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,20,1.0,1.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,25,1.0,1.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,30,1.0,1.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,35,1.0,1.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,40,1.0,1.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,45,1.0,1.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,50,1.0,1.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,55,1.0,1.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,60,1.0,1.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,65,1.0,1.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,75,1.0,1.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,85,1.0,1.0
155,PAN,Efficiency,1,22,1,10,10.0,20.0,5,2,10,2,2,2,7,100,95,1.0,1.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,1,0.0,0.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,3,0.0,0.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,5,0.0,0.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,10,0.0,0.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,15,0.0,0.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,20,0.0,0.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,25,0.0,0.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,30,0.0,0.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,35,0.0,0.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,40,0.0,0.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,45,0.0,0.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,50,0.0,0.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,55,0.0,0.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,60,5.0,1.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,65,4.0,1.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,75,3.0,1.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,85,2.0,1.0
156,PAN,Efficiency,1,24,3,10,10.0,50.0,4,6,9,8,6,6,1,50,95,1.0,1.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,1,0.0,0.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,3,0.0,0.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,5,0.0,0.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,10,0.0,0.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,15,0.0,0.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,20,0.0,0.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,25,0.0,0.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,30,0.0,0.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,35,1.0,1.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,40,1.0,1.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,45,2.0,1.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,50,2.0,1.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,55,3.0,1.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,60,3.0,1.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,65,4.0,1.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,75,4.0,1.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,85,5.0,1.0
157,PAN,Efficiency,0,23,3,20,20.0,50.0,7,5,10,3,3,4,8,0,95,5.0,1.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,1,0.0,0.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,3,0.0,0.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,5,0.0,0.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,10,0.0,0.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,15,0.0,0.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,20,0.0,0.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,25,2.0,1.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,30,3.0,1.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,35,3.0,1.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,40,3.0,1.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,45,3.0,1.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,50,4.0,1.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,55,4.0,1.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,60,4.0,1.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,65,4.0,1.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,75,5.0,1.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,85,5.0,1.0
158,PAN,Efficiency,1,19,3,10,10.0,20.0,5,1,9,2,7,3,5,0,95,5.0,1.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,1,0.0,0.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,3,0.0,0.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,5,0.0,0.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,10,0.0,0.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,15,0.0,0.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,20,2.0,1.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,25,3.0,1.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,30,4.0,1.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,35,4.0,1.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,40,4.0,1.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,45,4.0,1.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,50,4.0,1.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,55,4.0,1.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,60,5.0,1.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,65,6.0,1.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,75,6.0,1.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,85,7.0,1.0
159,PAN,Efficiency,0,23,1,20,20.0,10.0,1,1,9,1,1,3,4,50,95,8.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,1,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,3,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,5,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,10,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,15,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,20,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,25,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,30,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,35,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,40,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,45,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,50,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,55,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,60,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,65,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,75,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,85,10.0,1.0
160,PAN,Efficiency,1,26,3,10,10.0,40.0,5,0,10,5,8,2,8,0,95,10.0,1.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,1,0.0,0.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,3,0.0,0.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,5,0.0,0.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,10,1.0,1.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,15,1.0,1.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,20,1.0,1.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,25,1.0,1.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,30,2.0,1.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,35,2.0,1.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,40,2.0,1.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,45,2.0,1.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,50,2.0,1.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,55,2.0,1.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,60,3.0,1.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,65,3.0,1.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,75,3.0,1.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,85,3.0,1.0
161,PAN,Efficiency,1,23,2,50,50.0,40.0,5,7,8,6,2,5,7,20,95,4.0,1.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,1,0.0,0.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,3,0.0,0.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,5,0.0,0.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,10,0.0,0.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,15,0.0,0.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,20,0.0,0.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,25,0.0,0.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,30,0.0,0.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,35,0.0,0.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,40,0.0,0.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,45,0.0,0.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,50,0.0,0.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,55,0.0,0.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,60,4.0,1.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,65,4.0,1.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,75,5.0,1.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,85,5.0,1.0
162,PAN,Efficiency,0,27,3,20,20.0,50.0,6,1,9,0,8,2,8,100,95,6.0,1.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,1,0.0,0.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,3,0.0,0.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,5,0.0,0.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,10,0.0,0.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,15,0.0,0.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,20,0.0,0.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,25,0.0,0.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,30,0.0,0.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,35,0.0,0.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,40,0.0,0.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,45,0.0,0.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,50,5.0,1.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,55,5.0,1.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,60,6.0,1.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,65,6.0,1.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,75,7.0,1.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,85,8.0,1.0
163,PAN,Efficiency,0,27,3,30,30.0,90.0,2,1,10,1,3,2,7,0,95,8.0,1.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,1,0.0,0.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,3,0.0,0.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,5,0.0,0.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,10,1.0,1.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,15,1.0,1.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,20,1.0,1.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,25,1.0,1.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,30,1.0,1.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,35,1.0,1.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,40,1.0,1.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,45,1.0,1.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,50,1.0,1.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,55,1.0,1.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,60,1.0,1.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,65,1.0,1.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,75,6.0,1.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,85,6.0,1.0
164,PAN,Efficiency,0,25,2,0,0.0,40.0,7,5,8,7,8,5,7,50,95,10.0,1.0
165,PAN,Efficiency,1,29,3,20,20.0,50.0,6,1,10,4,6,3,8,50,1,0.0,0.0
165,PAN,Efficiency,1,29,3,20,20.0,50.0,6,1,10,4,6,3,8,50,3,0.0,0.0
165,PAN,Efficiency,1,29,3,20,20.0,50.0,6,1,10,4,6,3,8,50,5,0.0,0.0
165,PAN,Efficiency,1,29,3,20,20.0,50.0,6,1,10,4,6,3,8,50,10,0.0,0.0
165,PAN,Efficiency,1,29,3,20,20.0,50.0,6,1,10,4,6,3,8,50,15,0.0,0.0
165,PAN,Efficiency,1,29,3,20,20.0,50.0,6,1,10,4,6,3,8,50,20,0.0,0.0
165,PAN,Efficiency,1,29,3,20,20.0,50.0,6,1,10,4,6,3,8,50,25,1.0,1.0
165,PAN,Efficiency,1,29,3,20,20.0,50.0,6,1,10,4,6,3,8,50,30,1.0,1.0
165,PAN,Efficiency,1,29,3,20,20.0,50.0,6,1,10,4,6,3,8,50,35,1.0,1.0
165,PAN,Efficiency,1,29,3,20,20.0,50.0,6,1,10,4,6,3,8,50,40,4.0,1.0
165,PAN,Efficiency,1,29,3,20,20.0,50.0,6,1,10,4,6,3,8,50,45,4.0,1.0
165,PAN,Efficiency,1,29,3,20,20.0,50.0,6,1,10,4,6,3,8,50,50,4.0,1.0
165,PAN,Efficiency,1,29,3,20,20.0,50.0,6,1,10,4,6,3,8,50,55,6.0,1.0
165,PAN,Efficiency,1,29,3,20,20.0,50.0,6,1,10,4,6,3,8,50,60,8.0,1.0
165,PAN,Efficiency,1,29,3,20,20.0,50.0,6,1,10,4,6,3,8,50,65,8.0,1.0
165,PAN,Efficiency,1,29,3,20,20.0,50.0,6,1,10,4,6,3,8,50,75,9.0,1.0
