principal_n,Treatment,treatment_label,PA_Offer_Principal,PAWage,OptimalWage,real_profitmax_wage,DictatorCharity,giveC,gender,age,study,Wage,ExpectedAcceptance,ExpectedEffort
48,S,Prosocial,50.0,50,55,25.0,0,0.0,0,25,3,50,1.0,5.0
48,S,Prosocial,50.0,50,55,25.0,0,0.0,0,25,3,55,1.0,6.0
48,S,Prosocial,50.0,50,55,25.0,0,0.0,0,25,3,60,1.0,7.0
48,S,Prosocial,50.0,50,55,25.0,0,0.0,0,25,3,65,1.0,8.0
48,S,Prosocial,50.0,50,55,25.0,0,0.0,0,25,3,75,1.0,8.0
48,S,Prosocial,50.0,50,55,25.0,0,0.0,0,25,3,85,1.0,8.0
48,S,Prosocial,50.0,50,55,25.0,0,0.0,0,25,3,95,1.0,8.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,1,0.0,0.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,3,0.0,0.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,5,1.0,4.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,10,1.0,4.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,15,1.0,5.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,20,1.0,5.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,25,1.0,5.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,30,1.0,5.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,35,1.0,6.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,40,1.0,7.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,45,1.0,7.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,50,1.0,7.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,55,1.0,10.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,60,1.0,10.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,65,1.0,10.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,75,1.0,10.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,85,1.0,10.0
49,S,Prosocial,50.0,50,50,35.0,0,0.0,0,27,3,95,1.0,10.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,1,0.0,0.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,3,0.0,0.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,5,0.0,0.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,10,1.0,1.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,15,1.0,1.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,20,1.0,1.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,25,1.0,2.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,30,1.0,2.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,35,1.0,3.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,40,1.0,4.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,45,1.0,5.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,50,1.0,5.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,55,1.0,6.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,60,1.0,6.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,65,1.0,6.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,75,1.0,7.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,85,1.0,8.0
50,P,GE,40.0,40,45,65.0,30,30.0,0,25,3,95,1.0,10.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,1,0.0,0.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,3,0.0,0.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,5,1.0,1.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,10,1.0,1.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,15,1.0,1.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,20,1.0,1.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,25,1.0,1.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,30,1.0,1.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,35,1.0,1.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,40,1.0,1.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,45,1.0,1.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,50,1.0,1.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,55,1.0,1.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,60,1.0,1.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,65,1.0,1.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,75,1.0,1.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,85,1.0,1.0
51,P,GE,5.0,5,1,20.0,10,10.0,0,27,3,95,1.0,1.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,1,0.0,0.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,3,0.0,0.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,5,0.0,0.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,10,0.0,0.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,15,0.0,0.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,20,1.0,1.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,25,1.0,1.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,30,1.0,1.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,35,1.0,2.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,40,1.0,2.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,45,1.0,3.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,50,1.0,4.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,55,1.0,5.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,60,1.0,6.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,65,1.0,7.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,75,1.0,8.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,85,1.0,9.0
52,P,GE,30.0,30,1,1.0,20,20.0,1,24,3,95,1.0,10.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,1,0.0,0.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,3,0.0,0.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,5,0.0,0.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,10,1.0,1.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,15,1.0,1.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,20,1.0,1.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,25,1.0,1.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,30,1.0,1.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,35,1.0,1.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,40,1.0,1.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,45,1.0,1.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,50,1.0,1.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,55,1.0,1.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,60,1.0,1.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,65,1.0,1.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,75,1.0,1.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,85,1.0,1.0
53,S,Prosocial,10.0,10,1,30.0,0,0.0,1,19,1,95,1.0,1.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,1,0.0,0.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,3,0.0,0.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,5,0.0,0.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,10,0.0,0.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,15,0.0,0.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,20,0.0,0.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,25,0.0,0.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,30,0.0,0.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,35,1.0,1.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,40,1.0,1.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,45,1.0,1.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,50,1.0,1.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,55,1.0,1.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,60,1.0,1.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,65,1.0,1.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,75,1.0,1.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,85,1.0,1.0
54,S,Prosocial,95.0,95,45,15.0,0,0.0,1,22,3,95,1.0,1.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,1,0.0,0.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,3,0.0,0.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,5,0.0,0.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,10,0.0,0.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,15,1.0,5.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,20,1.0,5.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,25,1.0,5.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,30,1.0,5.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,35,1.0,5.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,40,1.0,5.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,45,1.0,5.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,50,1.0,5.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,55,1.0,5.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,60,1.0,5.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,65,1.0,5.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,75,1.0,5.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,85,1.0,5.0
55,S,Prosocial,40.0,40,15,25.0,0,0.0,0,25,3,95,1.0,5.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,1,0.0,0.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,3,0.0,0.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,5,0.0,0.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,10,0.0,0.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,15,0.0,0.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,20,0.0,0.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,25,0.0,0.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,30,1.0,3.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,35,1.0,4.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,40,1.0,4.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,45,1.0,5.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,50,1.0,5.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,55,1.0,6.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,60,1.0,6.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,65,0.0,0.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,75,0.0,0.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,85,0.0,0.0
56,P,GE,30.0,30,60,5.0,30,30.0,0,23,3,95,0.0,0.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,1,0.0,0.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,3,0.0,0.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,5,0.0,0.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,10,1.0,1.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,15,1.0,1.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,20,1.0,1.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,25,1.0,1.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,30,1.0,1.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,35,1.0,1.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,40,1.0,1.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,45,1.0,1.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,50,1.0,1.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,55,1.0,1.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,60,1.0,1.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,65,1.0,1.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,75,1.0,1.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,85,1.0,1.0
57,P,GE,25.0,25,1,60.0,0,0.0,0,21,2,95,1.0,1.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,1,0.0,0.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,3,0.0,0.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,5,0.0,0.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,10,0.0,0.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,15,0.0,0.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,20,0.0,0.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,25,1.0,1.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,30,1.0,1.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,35,1.0,2.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,40,1.0,2.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,45,1.0,3.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,50,1.0,3.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,55,1.0,4.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,60,1.0,4.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,65,1.0,5.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,75,1.0,5.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,85,1.0,6.0
58,P,GE,35.0,35,55,65.0,50,50.0,1,22,3,95,1.0,6.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,1,0.0,0.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,3,0.0,0.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,5,1.0,1.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,10,1.0,1.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,15,1.0,1.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,20,1.0,1.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,25,1.0,1.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,30,1.0,1.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,35,1.0,5.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,40,1.0,6.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,45,1.0,7.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,50,1.0,8.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,55,1.0,8.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,60,1.0,9.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,65,1.0,9.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,75,1.0,10.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,85,1.0,10.0
59,S,Prosocial,5.0,5,55,55.0,0,0.0,0,28,2,95,1.0,10.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,1,0.0,0.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,3,0.0,0.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,5,0.0,0.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,10,0.0,0.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,15,0.0,0.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,20,0.0,0.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,25,0.0,0.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,30,0.0,0.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,35,1.0,6.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,40,1.0,7.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,45,1.0,8.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,50,1.0,8.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,55,1.0,9.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,60,1.0,10.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,65,1.0,10.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,75,1.0,10.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,85,1.0,10.0
60,S,Prosocial,40.0,40,60,65.0,10,10.0,0,21,2,95,1.0,10.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,1,0.0,0.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,3,0.0,0.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,5,0.0,0.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,10,0.0,0.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,15,0.0,0.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,20,1.0,2.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,25,1.0,3.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,30,1.0,4.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,35,1.0,5.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,40,1.0,5.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,45,1.0,6.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,50,1.0,6.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,55,1.0,7.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,60,1.0,7.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,65,1.0,8.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,75,1.0,8.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,85,1.0,9.0
61,S,Prosocial,25.0,25,25,55.0,0,0.0,0,29,3,95,1.0,9.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,1,0.0,0.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,3,0.0,0.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,5,0.0,0.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,10,0.0,0.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,15,0.0,0.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,20,0.0,0.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,25,1.0,4.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,30,1.0,4.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,35,1.0,5.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,40,1.0,5.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,45,1.0,6.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,50,1.0,6.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,55,1.0,7.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,60,1.0,7.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,65,1.0,8.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,75,1.0,8.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,85,1.0,9.0
62,P,GE,25.0,25,25,50.0,20,20.0,0,22,3,95,1.0,10.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,1,0.0,0.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,3,0.0,0.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,5,1.0,1.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,10,1.0,1.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,15,1.0,1.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,20,1.0,1.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,25,1.0,1.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,30,1.0,1.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,35,1.0,1.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,40,1.0,1.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,45,1.0,2.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,50,1.0,2.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,55,1.0,2.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,60,1.0,2.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,65,1.0,2.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,75,1.0,3.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,85,1.0,3.0
63,P,GE,5.0,5,1,65.0,10,10.0,1,24,3,95,1.0,3.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,1,0.0,0.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,3,1.0,1.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,5,1.0,1.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,10,1.0,2.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,15,1.0,3.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,20,1.0,3.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,25,1.0,4.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,30,1.0,5.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,35,1.0,6.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,40,1.0,7.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,45,1.0,8.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,50,1.0,8.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,55,1.0,9.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,60,1.0,9.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,65,1.0,10.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,75,1.0,10.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,85,1.0,10.0
64,P,GE,40.0,40,45,10.0,40,40.0,0,23,3,95,1.0,10.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,1,0.0,0.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,3,0.0,0.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,5,1.0,1.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,10,1.0,1.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,15,1.0,1.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,20,1.0,2.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,25,1.0,2.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,30,1.0,3.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,35,1.0,3.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,40,1.0,4.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,45,1.0,4.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,50,1.0,5.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,55,1.0,5.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,60,1.0,5.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,65,1.0,5.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,75,1.0,5.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,85,1.0,6.0
65,S,Prosocial,20.0,20,30,65.0,10,10.0,1,28,1,95,1.0,6.0
66,S,Prosocial,40.0,40,35,15.0,0,0.0,1,25,3,1,0.0,0.0
66,S,Prosocial,40.0,40,35,15.0,0,0.0,1,25,3,3,0.0,0.0
66,S,Prosocial,40.0,40,35,15.0,0,0.0,1,25,3,5,0.0,0.0
66,S,Prosocial,40.0,40,35,15.0,0,0.0,1,25,3,10,0.0,0.0
66,S,Prosocial,40.0,40,35,15.0,0,0.0,1,25,3,15,1.0,4.0
66,S,Prosocial,40.0,40,35,15.0,0,0.0,1,25,3,20,1.0,4.0
66,S,Prosocial,40.0,40,35,15.0,0,0.0,1,25,3,25,1.0,5.0
66,S,Prosocial,40.0,40,35,15.0,0,0.0,1,25,3,30,1.0,5.0
66,S,Prosocial,40.0,40,35,15.0,0,0.0,1,25,3,35,1.0,5.0
66,S,Prosocial,40.0,40,35,15.0,0,0.0,1,25,3,40,1.0,5.0
66,S,Prosocial,40.0,40,35,15.0,0,0.0,1,25,3,45,1.0,5.0
66,S,Prosocial,40.0,40,35,15.0,0,0.0,1,25,3,50,1.0,5.0
66,S,Prosocial,40.0,40,35,15.0,0,0.0,1,25,3,55,1.0,5.0
66,S,Prosocial,40.0,40,35,15.0,0,0.0,1,25,3,60,1.0,5.0
