principal_n,Treatment,treatment_label,PA_Offer_Principal,PAWage,OptimalWage,real_profitmax_wage,DictatorCharity,giveC,gender,age,study,Wage,ExpectedAcceptance,ExpectedEffort
100,N,Neutral,25.0,25,1,,10,10.0,0,29,2,60,1.0,1.0
100,N,Neutral,25.0,25,1,,10,10.0,0,29,2,65,1.0,1.0
100,N,Neutral,25.0,25,1,,10,10.0,0,29,2,75,1.0,1.0
100,N,Neutral,25.0,25,1,,10,10.0,0,29,2,85,1.0,1.0
100,N,Neutral,25.0,25,1,,10,10.0,0,29,2,95,1.0,1.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,1,0.0,0.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,3,0.0,0.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,5,1.0,1.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,10,1.0,1.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,15,1.0,1.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,20,1.0,1.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,25,1.0,1.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,30,1.0,1.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,35,1.0,1.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,40,1.0,1.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,45,1.0,1.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,50,1.0,1.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,55,1.0,1.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,60,1.0,1.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,65,1.0,1.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,75,1.0,1.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,85,1.0,1.0
101,N,Neutral,5.0,5,10,,30,30.0,1,29,3,95,1.0,1.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,1,0.0,0.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,3,0.0,0.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,5,0.0,0.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,10,0.0,0.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,15,0.0,0.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,20,1.0,1.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,25,1.0,1.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,30,1.0,1.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,35,1.0,1.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,40,1.0,1.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,45,1.0,1.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,50,1.0,1.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,55,1.0,1.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,60,1.0,1.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,65,1.0,1.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,75,1.0,1.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,85,1.0,2.0
102,N,Neutral,20.0,20,20,,0,0.0,0,23,2,95,1.0,3.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,1,0.0,0.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,3,0.0,0.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,5,0.0,0.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,10,0.0,0.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,15,1.0,6.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,20,1.0,5.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,25,1.0,5.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,30,1.0,5.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,35,1.0,6.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,40,1.0,7.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,45,1.0,7.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,50,1.0,8.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,55,1.0,9.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,60,1.0,10.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,65,1.0,10.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,75,1.0,10.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,85,1.0,10.0
103,N,Neutral,60.0,60,55,,10,10.0,1,27,3,95,1.0,10.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,1,0.0,0.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,3,0.0,0.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,5,0.0,0.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,10,0.0,0.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,15,0.0,0.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,20,0.0,0.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,25,1.0,3.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,30,1.0,3.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,35,1.0,3.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,40,1.0,4.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,45,1.0,4.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,50,1.0,5.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,55,1.0,5.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,60,1.0,6.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,65,1.0,7.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,75,1.0,8.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,85,1.0,9.0
104,N,Neutral,30.0,30,95,,0,0.0,1,31,3,95,1.0,10.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,1,0.0,0.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,3,0.0,0.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,5,0.0,0.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,10,0.0,0.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,15,0.0,0.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,20,0.0,0.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,25,1.0,2.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,30,1.0,2.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,35,1.0,3.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,40,1.0,1.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,45,1.0,2.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,50,1.0,3.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,55,1.0,3.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,60,1.0,1.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,65,1.0,1.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,75,1.0,1.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,85,1.0,1.0
105,N,Neutral,40.0,40,45,,20,20.0,1,27,3,95,1.0,1.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,1,0.0,0.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,3,0.0,0.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,5,0.0,0.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,10,0.0,0.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,15,0.0,0.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,20,0.0,0.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,25,1.0,4.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,30,1.0,4.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,35,1.0,5.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,40,1.0,5.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,45,1.0,5.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,50,1.0,6.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,55,1.0,6.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,60,1.0,7.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,65,1.0,7.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,75,1.0,8.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,85,1.0,9.0
106,N,Neutral,30.0,30,40,,0,0.0,0,28,3,95,1.0,10.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,1,0.0,0.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,3,0.0,0.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,5,0.0,0.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,10,0.0,0.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,15,0.0,0.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,20,0.0,0.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,25,0.0,0.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,30,0.0,0.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,35,1.0,2.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,40,1.0,2.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,45,1.0,4.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,50,1.0,4.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,55,1.0,5.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,60,1.0,5.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,65,1.0,6.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,75,1.0,6.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,85,1.0,8.0
107,N,Neutral,50.0,50,55,,0,0.0,0,25,1,95,1.0,8.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,1,0.0,0.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,3,0.0,0.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,5,0.0,0.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,10,0.0,0.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,15,0.0,0.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,20,1.0,3.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,25,1.0,4.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,30,1.0,4.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,35,1.0,5.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,40,1.0,5.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,45,1.0,6.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,50,1.0,6.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,55,1.0,7.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,60,1.0,7.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,65,1.0,8.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,75,1.0,8.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,85,1.0,9.0
108,N,Neutral,35.0,35,50,,10,10.0,1,22,3,95,1.0,10.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,1,0.0,0.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,3,0.0,0.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,5,0.0,0.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,10,0.0,0.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,15,0.0,0.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,20,1.0,5.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,25,1.0,5.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,30,1.0,5.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,35,1.0,5.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,40,1.0,6.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,45,1.0,6.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,50,1.0,6.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,55,1.0,7.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,60,1.0,7.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,65,1.0,7.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,75,1.0,7.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,85,1.0,8.0
109,N,Neutral,25.0,25,20,,50,50.0,1,20,2,95,1.0,8.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,1,0.0,0.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,3,0.0,0.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,5,0.0,0.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,10,0.0,0.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,15,0.0,0.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,20,0.0,0.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,25,0.0,0.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,30,0.0,0.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,35,1.0,6.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,40,1.0,6.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,45,1.0,6.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,50,1.0,7.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,55,1.0,7.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,60,1.0,9.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,65,1.0,9.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,75,1.0,10.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,85,1.0,10.0
110,N,Neutral,45.0,45,45,,20,20.0,1,29,3,95,1.0,10.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,1,0.0,0.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,3,0.0,0.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,5,0.0,0.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,10,0.0,0.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,15,0.0,0.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,20,0.0,0.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,25,1.0,3.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,30,1.0,4.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,35,1.0,5.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,40,1.0,5.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,45,1.0,6.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,50,1.0,6.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,55,1.0,6.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,60,1.0,7.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,65,1.0,7.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,75,1.0,8.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,85,1.0,8.0
111,N,Neutral,60.0,60,35,,40,40.0,0,24,2,95,1.0,9.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,1,0.0,0.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,3,0.0,0.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,5,0.0,0.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,10,0.0,0.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,15,0.0,0.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,20,1.0,4.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,25,1.0,4.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,30,1.0,5.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,35,1.0,5.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,40,1.0,5.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,45,1.0,5.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,50,1.0,5.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,55,1.0,5.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,60,1.0,5.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,65,1.0,5.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,75,1.0,6.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,85,1.0,6.0
112,N,Neutral,20.0,20,20,,10,10.0,0,24,3,95,1.0,7.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,1,0.0,0.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,3,0.0,0.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,5,0.0,0.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,10,0.0,0.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,15,0.0,0.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,20,0.0,0.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,25,1.0,2.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,30,1.0,3.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,35,1.0,3.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,40,1.0,4.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,45,1.0,5.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,50,1.0,7.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,55,1.0,7.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,60,1.0,7.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,65,1.0,8.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,75,1.0,8.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,85,1.0,9.0
113,N,Neutral,50.0,50,30,,10,10.0,0,20,1,95,1.0,10.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,1,0.0,0.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,3,0.0,0.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,5,0.0,0.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,10,1.0,1.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,15,1.0,1.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,20,1.0,1.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,25,1.0,1.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,30,1.0,1.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,35,1.0,1.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,40,1.0,2.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,45,1.0,2.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,50,1.0,2.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,55,1.0,2.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,60,1.0,2.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,65,1.0,2.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,75,1.0,2.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,85,1.0,2.0
114,N,Neutral,20.0,20,10,,0,0.0,1,19,2,95,1.0,2.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,1,0.0,0.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,3,0.0,0.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,5,0.0,0.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,10,0.0,0.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,15,0.0,0.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,20,1.0,1.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,25,1.0,1.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,30,1.0,1.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,35,1.0,1.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,40,1.0,2.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,45,1.0,2.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,50,1.0,2.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,55,1.0,2.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,60,1.0,3.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,65,1.0,5.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,75,1.0,5.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,85,1.0,6.0
115,N,Neutral,50.0,50,45,,20,20.0,1,31,3,95,1.0,6.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,1,0.0,0.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,3,0.0,0.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,5,0.0,0.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,10,1.0,1.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,15,1.0,1.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,20,1.0,2.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,25,1.0,3.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,30,1.0,4.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,35,1.0,5.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,40,1.0,5.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,45,1.0,6.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,50,1.0,7.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,55,1.0,8.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,60,1.0,8.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,65,1.0,8.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,75,1.0,9.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,85,1.0,9.0
116,N,Neutral,20.0,20,35,,10,10.0,1,23,2,95,1.0,9.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,1,0.0,0.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,3,0.0,0.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,5,0.0,0.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,10,1.0,1.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,15,1.0,1.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,20,1.0,1.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,25,1.0,1.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,30,1.0,1.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,35,1.0,2.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,40,1.0,2.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,45,1.0,2.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,50,1.0,2.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,55,1.0,2.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,60,1.0,3.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,65,1.0,3.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,75,1.0,3.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,85,1.0,3.0
117,N,Neutral,25.0,25,10,,20,20.0,1,26,3,95,1.0,3.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,1,0.0,0.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,3,0.0,0.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,5,1.0,1.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,10,1.0,1.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,15,1.0,1.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,20,1.0,1.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,25,1.0,1.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,30,1.0,1.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,35,1.0,1.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,40,1.0,1.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,45,1.0,1.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,50,1.0,1.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,55,1.0,1.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,60,1.0,1.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,65,1.0,1.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,75,1.0,1.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,85,1.0,1.0
118,N,Neutral,5.0,5,5,,50,50.0,0,21,2,95,1.0,1.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,1,0.0,0.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,3,0.0,0.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,5,0.0,0.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,10,0.0,0.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,15,0.0,0.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,20,0.0,0.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,25,1.0,1.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,30,1.0,2.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,35,1.0,3.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,40,1.0,3.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,45,1.0,3.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,50,1.0,3.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,55,1.0,3.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,60,1.0,3.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,65,1.0,3.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,75,1.0,3.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,85,1.0,3.0
119,N,Neutral,35.0,35,30,,0,0.0,1,20,3,95,1.0,3.0
