Group2,Marker,Group1,Date,Session,Treatment,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,R1,Rank1,R2,Rank2,R0,Rank0,Group0,Type,TimeContinueWelcomeOK,charity,charityPart2,TimeOKChoiceCharityOK,TimeOKPart1OK,DictatorSelf,DictatorCharity,TimeOKUltimatumAgentOK,TimeOKPayoffInformationOK,answerPart2,TimeOKCodeToStartPart2OK,TimeOKPart2OK,answer1,answer2,answer3,answer4,answer6,answer7,TimeOKControlQuestionsOK,TimeOKGroupAssignmentOK,TimeOKPAPrincipalExpectedAcceptanceOK,TimeOKPAPrincipalEffortOK,OptimalWage,TimeOKPAAgentOK,TimeOKPAAgentEffortOK,PreferedWage,PreferedEffort,TimeOKPAAgentPreferedContractOK,TimeCONTINUEQuestionnaireOK,gender,age,study,TimeCONTINUEQuestion1SociecoOK,fair_wage,fair_effort,TimeCONTINUEQuestion2FairnessRatingsOK,Give_Charity,Punish_Self,Punish_Others,TimeCONTINUEQuestion3WillingnessToActOK,Favor_return,Favor_revenge,Favor_intentions,TimeCONTINUEQuestion4FavorOK,Gift,TimeCONTINUEQuestion5GiftOK,Donation_Good_Cause,TimeCONTINUEQuestion6DonationOK,UltimatumContractConcluded,PAContractConcluded,PAEffort,PAWage,UltimatumPayoff,PAPayoff,OptimalWagePayoff,OptimalWageBonus,NumCorrectAcceptGuesses,NumCorrectRefuseGuesses,PayoffPart1,TotalPayoff,PayoffCharityPart1,PayoffCharityPart1Euro,PayoffCharityPart2,PayoffCharityPart2Euro,TotalPayoffCharity,TotalPayoffCharityEuro,TimeOKFinalPayoffCalculationOK,TimeOKFinalPayoffDisplayAgentOK,TimeOKFinalPayoffDisplayPrincipalOK,TimeTheEndTheEndOK,Ultimatum_Accept_Agent_atShare_Principal_10,Ultimatum_Accept_Agent_atShare_Principal_20,Ultimatum_Accept_Agent_atShare_Principal_30,Ultimatum_Accept_Agent_atShare_Principal_40,Ultimatum_Accept_Agent_atShare_Principal_50,Ultimatum_Accept_Agent_atShare_Principal_60,Ultimatum_Accept_Agent_atShare_Principal_70,Ultimatum_Accept_Agent_atShare_Principal_80,Ultimatum_Accept_Agent_atShare_Principal_90,PA_Accept_Agent_atWage_1,PA_Accept_Agent_atWage_3,PA_Accept_Agent_atWage_5,PA_Accept_Agent_atWage_10,PA_Accept_Agent_atWage_15,PA_Accept_Agent_atWage_20,PA_Accept_Agent_atWage_25,PA_Accept_Agent_atWage_30,PA_Accept_Agent_atWage_35,PA_Accept_Agent_atWage_40,PA_Accept_Agent_atWage_45,PA_Accept_Agent_atWage_50,PA_Accept_Agent_atWage_55,PA_Accept_Agent_atWage_60,PA_Accept_Agent_atWage_65,PA_Accept_Agent_atWage_75,PA_Accept_Agent_atWage_85,PA_Accept_Agent_atWage_95,PA_OfferedEffort_Agent_atWage_1,PA_OfferedEffort_Agent_atWage_3,PA_OfferedEffort_Agent_atWage_5,PA_OfferedEffort_Agent_atWage_10,PA_OfferedEffort_Agent_atWage_15,PA_OfferedEffort_Agent_atWage_20,PA_OfferedEffort_Agent_atWage_25,PA_OfferedEffort_Agent_atWage_30,PA_OfferedEffort_Agent_atWage_35,PA_OfferedEffort_Agent_atWage_40,PA_OfferedEffort_Agent_atWage_45,PA_OfferedEffort_Agent_atWage_50,PA_OfferedEffort_Agent_atWage_55,PA_OfferedEffort_Agent_atWage_60,PA_OfferedEffort_Agent_atWage_65,PA_OfferedEffort_Agent_atWage_75,PA_OfferedEffort_Agent_atWage_85,PA_OfferedEffort_Agent_atWage_95,Ultimatum_Offer_Principal,PA_Offer_Principal,PA_ExpectedAcceptance_Principal_atWage_1,PA_ExpectedAcceptance_Principal_atWage_3,PA_ExpectedAcceptance_Principal_atWage_5,PA_ExpectedAcceptance_Principal_atWage_10,PA_ExpectedAcceptance_Principal_atWage_15,PA_ExpectedAcceptance_Principal_atWage_20,PA_ExpectedAcceptance_Principal_atWage_25,PA_ExpectedAcceptance_Principal_atWage_30,PA_ExpectedAcceptance_Principal_atWage_35,PA_ExpectedAcceptance_Principal_atWage_40,PA_ExpectedAcceptance_Principal_atWage_45,PA_ExpectedAcceptance_Principal_atWage_50,PA_ExpectedAcceptance_Principal_atWage_55,PA_ExpectedAcceptance_Principal_atWage_60,PA_ExpectedAcceptance_Principal_atWage_65,PA_ExpectedAcceptance_Principal_atWage_75,PA_ExpectedAcceptance_Principal_atWage_85,PA_ExpectedAcceptance_Principal_atWage_95,PA_ExpectedEffort_Principal_atWage_1,PA_ExpectedEffort_Principal_atWage_3,PA_ExpectedEffort_Principal_atWage_5,PA_ExpectedEffort_Principal_atWage_10,PA_ExpectedEffort_Principal_atWage_15,PA_ExpectedEffort_Principal_atWage_20,PA_ExpectedEffort_Principal_atWage_25,PA_ExpectedEffort_Principal_atWage_30,PA_ExpectedEffort_Principal_atWage_35,PA_ExpectedEffort_Principal_atWage_40,PA_ExpectedEffort_Principal_atWage_45,PA_ExpectedEffort_Principal_atWage_50,PA_ExpectedEffort_Principal_atWage_55,PA_ExpectedEffort_Principal_atWage_60,PA_ExpectedEffort_Principal_atWage_65,PA_ExpectedEffort_Principal_atWage_75,PA_ExpectedEffort_Principal_atWage_85,PA_ExpectedEffort_Principal_atWage_95,profitmax_effort,real_profitmax_wage,source_treatment,Agent,treatment_label,giveC,min_ug,P1Self1,P1Self2,P1Self3,P1Self4,P1Self5,P1SelfP,P1Org1,P1Org2,P1Org3,P1Org4,P1Org5,P1OrgP,max_indiff,chosen_charity,TimeContinuePrefOrgIntroOK,min_o1_o2,min_o1_o2_o3,min_o1_o2_o3_o4,min_o1_o2_o3_o4_o5,rand_P1_char,charityPart1,TimeOKSelectCharityOK,TimeOKRoleAssignmentOK,principal_n
8,3,8,220516_1239,1,N,subjects,1,8,1,12.3,12.3,1,0.634978548,5,0.569802207,3,0.067060711,11,8,1,,,Adipositas Stiftung Deutschland,,,80,20,0,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,99999,99999,1,0,0,0,0,0,99999,1,27,3,99999,35,6,99999,7,1,6,99999,10,0,8,99999,5,99999,200,99999,1,1,3,35,60,100.0,-1,0.0,5,5,140,100.0,20,1.66,75.0,6.225,75,6.225,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,35.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,2.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,8.0,9.0,10.0,,,neutral,0,Neutral,20.0,,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,-1.0,,99999.0,0.0,0.0,0.0,0.0,0.0,a participant of another experiment,99999.0,99999.0,134
8,4,8,220516_1422,1,N,subjects,1,8,1,12.5075,12.5075,1,0.763231075,0,0.712704114,5,0.195626792,10,8,1,,,a participant of another experiment,,,90,10,0,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,99999,99999,60,0,0,0,0,0,99999,0,25,3,99999,60,10,99999,9,5,7,99999,9,4,5,99999,4,99999,200,99999,1,1,6,60,50,102.5,0,0.0,2,3,140,102.5,10,0.83,150.0,12.45,150,12.45,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,60.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,,,neutral,0,Neutral,10.0,,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,,99999.0,0.0,0.0,0.0,0.0,0.0,a participant of another experiment,99999.0,99999.0,135
9,1,9,220516_0843,1,N,subjects,1,9,1,12.3,12.3,1,0.978025025,0,0.415439893,3,0.536454469,6,9,1,,,Stiftung Orgelklang,,,50,50,0,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,99999,99999,30,0,0,0,0,0,99999,1,26,3,99999,30,5,99999,8,2,3,99999,9,3,6,99999,1,99999,300,99999,1,1,3,40,50,94.0,0,0.0,5,3,100,100.0,50,4.15,75.0,6.225,50,4.15,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,3.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,9.0,9.0,,,neutral,0,Neutral,50.0,,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,,99999.0,0.0,0.0,0.0,0.0,0.0,a participant of another experiment,99999.0,99999.0,136
9,2,9,220516_1031,1,N,subjects,1,9,1,8.15,8.15,1,0.773703296,4,0.235914127,12,0.856451468,2,9,1,,,Stiftung Orgelklang,,,50,50,0,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,99999,99999,25,0,0,0,0,0,99999,0,20,3,99999,25,5,99999,3,6,6,99999,10,6,3,99999,2,99999,100,99999,0,0,0,20,0,101.5,-25,0.0,0,3,50,50.0,50,4.15,0.0,0.0,50,4.15,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,20.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,8.0,9.0,9.0,10.0,,,neutral,0,Neutral,50.0,,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,,99999.0,0.0,0.0,0.0,0.0,0.0,Adipositas Stiftung Deutschland,99999.0,99999.0,137
9,3,9,220516_1239,1,N,subjects,1,9,1,9.1045,9.1045,1,0.6506461,4,0.728260268,1,0.979869675,0,9,1,,,Stiftung Orgelklang,,,100,0,0,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,99999,99999,50,0,0,0,0,0,99999,0,22,1,99999,60,10,99999,7,4,2,99999,9,3,0,99999,5,99999,0,99999,1,1,1,50,60,61.5,-40,0.0,0,3,160,61.5,0,0.0,25.0,2.075,25,2.075,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,50.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,3.0,4.0,4.0,5.0,6.0,7.0,7.0,8.0,10.0,,,neutral,0,Neutral,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,,99999.0,0.0,0.0,0.0,0.0,0.0,Deutsche Hauptstelle f¸r Suchtfragen e.V.,99999.0,99999.0,138
9,4,9,220516_1422,1,N,subjects,1,9,1,14.956,14.956,1,0.213951831,7,0.076952064,11,0.490726584,6,9,1,,,Stiftung Orgelklang,,,90,10,0,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,99999,99999,50,0,0,0,0,0,99999,0,19,2,99999,40,7,99999,3,2,8,99999,9,2,8,99999,5,99999,0,99999,1,1,7,40,50,132.0,10,0.0,1,3,140,132.0,10,0.83,175.0,14.525,175,14.525,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,9.0,10.0,10.0,10.0,,,neutral,0,Neutral,10.0,,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,,99999.0,0.0,0.0,0.0,0.0,0.0,a participant of another experiment,99999.0,99999.0,139
1,1,1,221025_0833,1,PAN,subjects,1,1,1,18.8195,18.8195,1,0.010271707,11,0.311773682,9,0.982866367,0,1,1,99999.0,2.0,,0.0,99999.0,80,20,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,75,0,0,0,0,0,99999,1,24,1,99999,95,5,99999,2,2,1,99999,10,1,6,99999,4,99999,10,99999,1,1,4,75,60,166.5,-35,0.0,0,3,140,166.5,20,1.66,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,75.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,3.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,10.0,,,efficiency,0,Efficiency,20.0,,,,,,,,,,,,,,,,,,,,,,,,,140
1,2,1,221025_1023,2,PAN,subjects,1,1,1,14.13,14.13,1,0.903112965,1,0.126168363,10,0.061515165,9,1,1,99999.0,8.0,,0.0,99999.0,50,50,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,85,0,0,0,0,0,99999,0,20,3,99999,85,5,99999,5,8,6,99999,10,1,4,99999,5,99999,0,99999,1,1,10,95,60,359.0,5,0.5,3,4,110,110.0,50,4.15,,,50,4.15,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,95.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,,,efficiency,0,Efficiency,50.0,,,,,,,,,,,,,,,,,,,,,,,,,141
1,3,1,221025_1237,3,PAN,subjects,1,1,1,13.4245,13.4245,1,0.651953749,7,0.097187116,10,0.659892161,5,1,1,99999.0,1.0,,0.0,99999.0,90,10,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,10,0,0,0,0,0,99999,1,32,3,99999,55,3,99999,4,3,2,99999,8,2,4,99999,5,99999,100,99999,1,0,0,30,50,101.5,-10,0.0,0,3,140,101.5,10,0.83,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,30.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,efficiency,0,Efficiency,10.0,,,,,,,,,,,,,,,,,,,,,,,,,142
1,4,1,221025_1434,4,PAN,subjects,1,1,1,34.465,34.465,1,0.109759644,8,0.222778599,6,0.389304155,5,1,1,99999.0,10.0,,0.0,99999.0,70,30,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,95,0,0,0,0,0,99999,0,42,3,99999,95,5,99999,6,5,6,99999,10,5,3,99999,5,99999,0,99999,1,1,10,95,50,355.0,5,0.0,0,0,120,355.0,30,2.49,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,95.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,,,efficiency,0,Efficiency,30.0,,,,,,,,,,,,,,,,,,,,,,,,,143
1,5,1,221026_0839,5,PAN,subjects,1,1,1,13.466,13.466,1,0.808796439,0,0.199282181,6,0.757864091,2,1,1,99999.0,10.0,,0.0,99999.0,50,50,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,95,0,0,0,0,0,99999,1,22,3,99999,85,6,99999,8,3,2,99999,10,2,1,99999,4,99999,100,99999,1,0,0,25,50,102.0,-25,0.0,0,4,100,102.0,50,4.15,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,25.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,8.0,9.0,,,efficiency,0,Efficiency,50.0,,,,,,,,,,,,,,,,,,,,,,,,,144
1,6,1,221026_1030,6,PAN,subjects,1,1,1,14.8355,14.8355,1,0.42729732,7,0.511415296,4,0.997363476,0,1,1,99999.0,7.0,,0.0,99999.0,70,30,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,10,0,0,0,0,0,99999,0,20,2,99999,95,5,99999,2,7,5,99999,8,4,2,99999,4,99999,50,99999,1,1,1,25,50,118.5,-10,0.0,13,4,120,118.5,30,2.49,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,25.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,efficiency,0,Efficiency,30.0,,,,,,,,,,,,,,,,,,,,,,,,,145
10,1,10,221025_0833,1,PAN,subjects,1,10,1,26.2065,26.2065,1,0.339870172,6,0.848176252,3,0.200522754,8,10,1,99999.0,3.0,,0.0,99999.0,100,0,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,50,0,0,0,0,0,99999,0,38,1,99999,20,1,99999,5,5,5,99999,7,5,4,99999,1,99999,0,99999,1,1,5,20,50,255.5,0,0.0,1,0,150,255.5,0,0.0,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,20.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,,,efficiency,0,Efficiency,0.0,,,,,,,,,,,,,,,,,,,,,,,,,146
10,2,10,221025_1023,2,PAN,subjects,1,10,1,10.81,10.81,1,0.024164794,10,0.603193716,4,0.34485997,7,10,1,99999.0,1.0,,0.0,99999.0,70,30,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,1,0,0,0,0,0,99999,0,28,1,99999,95,10,99999,7,2,6,99999,9,2,6,99999,6,99999,400,99999,0,1,1,60,0,81.5,-1,0.0,10,3,70,70.0,30,2.49,,,30,2.49,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,60.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,efficiency,0,Efficiency,30.0,,,,,,,,,,,,,,,,,,,,,,,,,147
10,3,10,221025_1237,3,PAN,subjects,1,10,1,13.3,13.3,1,0.875007214,3,0.466359463,4,0.214220702,11,10,1,99999.0,8.0,,0.0,99999.0,100,0,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,1,0,0,0,0,0,99999,1,27,3,99999,1,1,99999,5,5,5,99999,5,5,5,99999,2,99999,50,99999,1,0,0,1,50,100.0,-1,0.0,0,0,150,100.0,0,0.0,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,efficiency,0,Efficiency,0.0,,,,,,,,,,,,,,,,,,,,,,,,,148
10,4,10,221025_1434,4,PAN,subjects,1,10,1,18.197,18.197,1,0.537752867,7,0.694551942,3,0.444620276,4,10,1,99999.0,3.0,,0.0,99999.0,80,20,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,95,0,0,0,0,0,99999,1,25,1,99999,95,9,99999,7,4,6,99999,10,3,0,99999,4,99999,50,99999,1,1,3,50,60,159.0,-45,0.0,0,8,140,159.0,20,1.66,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,50.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,3.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,8.0,,,efficiency,0,Efficiency,20.0,,,,,,,,,,,,,,,,,,,,,,,,,149
10,6,10,221026_1030,6,PAN,subjects,1,10,1,14.047,14.047,1,0.473746774,6,0.856907562,1,0.611616283,2,10,1,99999.0,3.0,,0.0,99999.0,100,0,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,10,0,0,0,0,0,99999,0,20,1,99999,30,1,99999,7,9,8,99999,9,5,4,99999,2,99999,0,99999,1,1,1,30,50,109.0,0,0.0,5,3,150,109.0,0,0.0,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,30.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,efficiency,0,Efficiency,0.0,,,,,,,,,,,,,,,,,,,,,,,,,150
11,1,11,221025_0833,1,PAN,subjects,1,11,1,15.5825,15.5825,1,0.1684356,9,0.608590444,7,0.12966165,10,11,1,99999.0,5.0,,0.0,99999.0,60,40,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,85,0,0,0,0,0,99999,1,20,3,99999,60,6,99999,8,5,7,99999,5,2,8,99999,2,99999,200,99999,1,1,2,45,50,127.5,-35,0.0,0,5,110,127.5,40,3.32,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,45.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,,,efficiency,0,Efficiency,40.0,,,,,,,,,,,,,,,,,,,,,,,,,151
11,3,11,221025_1237,3,PAN,subjects,1,11,1,13.715,13.715,1,0.923713586,1,0.161470294,10,0.069498976,12,11,1,99999.0,10.0,,0.0,99999.0,50,50,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,20,0,0,0,0,0,99999,1,43,3,99999,20,1,99999,5,5,5,99999,9,9,9,99999,4,99999,500,99999,1,0,0,20,50,105.0,-20,0.0,0,10,100,105.0,50,4.15,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,20.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,efficiency,0,Efficiency,50.0,,,,,,,,,,,,,,,,,,,,,,,,,152
12,1,12,221025_0833,1,PAN,subjects,1,12,1,14.0055,14.0055,1,0.487391429,6,0.746735777,3,0.572425172,5,12,1,99999.0,6.0,,0.0,99999.0,90,10,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,30,0,0,0,0,0,99999,1,27,3,99999,75,10,99999,10,0,1,99999,10,0,1,99999,6,99999,50,99999,1,1,1,30,50,108.5,-20,0.0,4,3,140,108.5,10,0.83,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,30.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,,,efficiency,0,Efficiency,10.0,,,,,,,,,,,,,,,,,,,,,,,,,153
12,3,12,221025_1237,3,PAN,subjects,1,12,1,13.9225,13.9225,1,0.962392081,1,0.986566034,0,0.871078373,3,12,1,99999.0,8.0,,0.0,99999.0,100,0,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,85,0,0,0,0,0,99999,0,31,3,99999,40,5,99999,6,3,4,99999,8,5,2,99999,1,99999,100,99999,1,1,1,30,60,107.5,-65,0.0,2,3,160,107.5,0,0.0,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,30.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0,,,efficiency,0,Efficiency,0.0,,,,,,,,,,,,,,,,,,,,,,,,,154
2,1,2,221025_0833,1,PAN,subjects,1,2,1,11.7645,11.7645,1,0.897132545,1,0.819659087,3,0.396656849,5,2,1,99999.0,6.0,,0.0,99999.0,50,50,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,95,0,0,0,0,0,99999,1,29,3,99999,55,4,99999,8,7,6,99999,10,5,3,99999,2,99999,100,99999,1,1,1,55,50,81.5,-85,0.0,0,3,100,81.5,50,4.15,,,-1,-1.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,55.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,,efficiency,0,Efficiency,50.0,,,,,,,,,,,,,,,,,,,,,,,,,155
2,2,2,221025_1023,2,PAN,subjects,1,2,1,13.3,13.3,1,0.136020827,7,0.485445947,6,0.789254317,3,2,1,99999.0,5.0,,0.0,99999.0,100,0,0,99999,260027,99999,99999,150,10,1,0,,,99999,99999.0,99999,99999,25,0,0,0,0,0,99999,1,25,1,99999,95,5,99999,8,4,4,99999,10,4,3,99999,5,99999,20,99999,0,0,0,35,0,103.5,-25,0.0,1,6,100,100.0,0,0.0,,,0,0.0,99999,0,99999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,35.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,efficiency,0,Efficiency,0.0,,,,,,,,,,,,,,,,,,,,,,,,,156
