"Group2","Marker","Group1","Date","Session","Treatment","subjects","Period","Subject","Group","Profit","TotalProfit","Participate","R1","Rank1","R2","Rank2","R0","Rank0","Group0","Type","TimeContinueWelcomeOK","charity","charityPart2","TimeOKChoiceCharityOK","TimeOKPart1OK","DictatorSelf","DictatorCharity","TimeOKUltimatumAgentOK","TimeOKPayoffInformationOK","answerPart2","TimeOKCodeToStartPart2OK","TimeOKPart2OK","answer1","answer2","answer3","answer4","answer6","answer7","TimeOKControlQuestionsOK","TimeOKGroupAssignmentOK","TimeOKPAPrincipalExpectedAcceptanceOK","TimeOKPAPrincipalEffortOK","OptimalWage","TimeOKPAAgentOK","TimeOKPAAgentEffortOK","PreferedWage","PreferedEffort","TimeOKPAAgentPreferedContractOK","TimeCONTINUEQuestionnaireOK","gender","age","study","TimeCONTINUEQuestion1SociecoOK","fair_wage","fair_effort","TimeCONTINUEQuestion2FairnessRatingsOK","Give_Charity","Punish_Self","Punish_Others","TimeCONTINUEQuestion3WillingnessToActOK","Favor_return","Favor_revenge","Favor_intentions","TimeCONTINUEQuestion4FavorOK","Gift","TimeCONTINUEQuestion5GiftOK","Donation_Good_Cause","TimeCONTINUEQuestion6DonationOK","UltimatumContractConcluded","PAContractConcluded","PAEffort","PAWage","UltimatumPayoff","PAPayoff","OptimalWagePayoff","OptimalWageBonus","NumCorrectAcceptGuesses","NumCorrectRefuseGuesses","PayoffPart1","TotalPayoff","PayoffCharityPart1","PayoffCharityPart1Euro","PayoffCharityPart2","PayoffCharityPart2Euro","TotalPayoffCharity","TotalPayoffCharityEuro","TimeOKFinalPayoffCalculationOK","TimeOKFinalPayoffDisplayAgentOK","TimeOKFinalPayoffDisplayPrincipalOK","TimeTheEndTheEndOK","Ultimatum_Accept_Agent_atShare_Principal_10","Ultimatum_Accept_Agent_atShare_Principal_20","Ultimatum_Accept_Agent_atShare_Principal_30","Ultimatum_Accept_Agent_atShare_Principal_40","Ultimatum_Accept_Agent_atShare_Principal_50","Ultimatum_Accept_Agent_atShare_Principal_60","Ultimatum_Accept_Agent_atShare_Principal_70","Ultimatum_Accept_Agent_atShare_Principal_80","Ultimatum_Accept_Agent_atShare_Principal_90","PA_Accept_Agent_atWage_1","PA_Accept_Agent_atWage_3","PA_Accept_Agent_atWage_5","PA_Accept_Agent_atWage_10","PA_Accept_Agent_atWage_15","PA_Accept_Agent_atWage_20","PA_Accept_Agent_atWage_25","PA_Accept_Agent_atWage_30","PA_Accept_Agent_atWage_35","PA_Accept_Agent_atWage_40","PA_Accept_Agent_atWage_45","PA_Accept_Agent_atWage_50","PA_Accept_Agent_atWage_55","PA_Accept_Agent_atWage_60","PA_Accept_Agent_atWage_65","PA_Accept_Agent_atWage_75","PA_Accept_Agent_atWage_85","PA_Accept_Agent_atWage_95","PA_OfferedEffort_Agent_atWage_1","PA_OfferedEffort_Agent_atWage_3","PA_OfferedEffort_Agent_atWage_5","PA_OfferedEffort_Agent_atWage_10","PA_OfferedEffort_Agent_atWage_15","PA_OfferedEffort_Agent_atWage_20","PA_OfferedEffort_Agent_atWage_25","PA_OfferedEffort_Agent_atWage_30","PA_OfferedEffort_Agent_atWage_35","PA_OfferedEffort_Agent_atWage_40","PA_OfferedEffort_Agent_atWage_45","PA_OfferedEffort_Agent_atWage_50","PA_OfferedEffort_Agent_atWage_55","PA_OfferedEffort_Agent_atWage_60","PA_OfferedEffort_Agent_atWage_65","PA_OfferedEffort_Agent_atWage_75","PA_OfferedEffort_Agent_atWage_85","PA_OfferedEffort_Agent_atWage_95","Ultimatum_Offer_Principal","PA_Offer_Principal","PA_ExpectedAcceptance_Principal_atWage_1","PA_ExpectedAcceptance_Principal_atWage_3","PA_ExpectedAcceptance_Principal_atWage_5","PA_ExpectedAcceptance_Principal_atWage_10","PA_ExpectedAcceptance_Principal_atWage_15","PA_ExpectedAcceptance_Principal_atWage_20","PA_ExpectedAcceptance_Principal_atWage_25","PA_ExpectedAcceptance_Principal_atWage_30","PA_ExpectedAcceptance_Principal_atWage_35","PA_ExpectedAcceptance_Principal_atWage_40","PA_ExpectedAcceptance_Principal_atWage_45","PA_ExpectedAcceptance_Principal_atWage_50","PA_ExpectedAcceptance_Principal_atWage_55","PA_ExpectedAcceptance_Principal_atWage_60","PA_ExpectedAcceptance_Principal_atWage_65","PA_ExpectedAcceptance_Principal_atWage_75","PA_ExpectedAcceptance_Principal_atWage_85","PA_ExpectedAcceptance_Principal_atWage_95","PA_ExpectedEffort_Principal_atWage_1","PA_ExpectedEffort_Principal_atWage_3","PA_ExpectedEffort_Principal_atWage_5","PA_ExpectedEffort_Principal_atWage_10","PA_ExpectedEffort_Principal_atWage_15","PA_ExpectedEffort_Principal_atWage_20","PA_ExpectedEffort_Principal_atWage_25","PA_ExpectedEffort_Principal_atWage_30","PA_ExpectedEffort_Principal_atWage_35","PA_ExpectedEffort_Principal_atWage_40","PA_ExpectedEffort_Principal_atWage_45","PA_ExpectedEffort_Principal_atWage_50","PA_ExpectedEffort_Principal_atWage_55","PA_ExpectedEffort_Principal_atWage_60","PA_ExpectedEffort_Principal_atWage_65","PA_ExpectedEffort_Principal_atWage_75","PA_ExpectedEffort_Principal_atWage_85","PA_ExpectedEffort_Principal_atWage_95","profitmax_effort","real_profitmax_wage"
14,3,13,"160804_1119",3,"S","subjects",1,25,1,12.3,12.3,1,0.095624924,13,0.158506668,14,0.039201878,15,15,2,99999,10,10,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,60,10,99999,99999,1,23,3,99999,60,10,99999,9,1,1,99999,10,1,5,99999,5,99999,0,99999,0,1,1,40,0,140,0,0,0,0,100,100,0,0,25,2.075,0,0,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,4,12,"160803_1122",1,"P","subjects",1,17,1,16.45,16.45,1,0.23756961,12,0.200894397,14,0.46095922,11,11,2,99999,10,NA,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,95,5,99999,99999,0,21,2,99999,50,5,99999,0,10,0,99999,10,10,0,99999,2,99999,0,99999,1,0,0,10,50,105,0,0,0,0,150,150,0,0,NA,NA,0,0,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,5,7,"160803_1241",2,"P","subjects",1,23,1,12.715,12.715,1,0.628948716,7,0.197573552,14,0.42995044,9,9,2,99999,11,NA,99999,99999,0,100,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,95,10,99999,99999,0,25,3,99999,55,10,99999,10,0,0,99999,10,0,5,99999,5,99999,750,99999,0,0,0,1,0,105,0,0,0,0,0,105,100,8.3,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,5,6,7,8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,6,9,"160804_1250",3,"P","subjects",1,17,1,12.715,12.715,1,0.367567233,9,0.320750686,14,0.272561381,11,11,2,99999,1,NA,99999,99999,30,70,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,60,10,99999,99999,0,24,1,99999,40,7,99999,7,1,9,99999,9,2,5,99999,2,99999,800,99999,1,0,0,10,50,105,0,0,0,0,80,105,70,5.81,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,8,7,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,1,12,"160803_0949",1,"S","subjects",1,26,1,16.45,16.45,1,0.296103617,12,0.118076853,15,0.365203018,9,9,2,99999,5,5,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,10,99999,99999,1,22,1,99999,5,1,99999,3,5,1,99999,8,4,6,99999,1,99999,100,99999,1,1,1,10,50,110,0,0,0,0,150,150,0,0,25,2.075,0,0,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,2,3,3,3,4,4,4,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2,16,"160804_0951",2,"S","subjects",1,28,1,14.79,14.79,1,0.01693414,16,0.074746307,15,0.462614305,8,8,2,99999,6,6,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,1,21,3,99999,45,8,99999,2,6,7,99999,10,4,1,99999,3,99999,50,99999,1,1,7,40,50,130,0,0,0,0,140,130,10,0.83,175,14.525,175,14.525,99999,99999,0,99999,"1","1","1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,5,5,5,6,6,7,7,9,9,10,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,3,7,"160804_1119",3,"S","subjects",1,31,1,8.15,8.15,1,0.293587957,7,0.096709739,15,0.400885168,9,9,2,99999,8,8,99999,99999,50,50,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,60,10,99999,99999,1,26,3,99999,55,10,99999,9,2,10,99999,10,1,3,99999,5,99999,350,99999,0,0,0,20,0,105,0,0,0,0,50,50,50,4.15,0,0,50,4.15,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,4,7,"160803_1122",1,"P","subjects",1,23,1,15.62,15.62,1,0.431579355,7,0.059217881,15,0.926670848,2,2,2,99999,8,NA,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,95,10,99999,99999,1,31,3,99999,40,7,99999,7,5,4,99999,10,2,6,99999,4,99999,50,99999,1,1,4,20,40,116,0,0,0,0,140,140,0,0,NA,NA,0,0,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,3,4,5,6,6,7,8,8,8,9,9,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,5,9,"160803_1241",2,"P","subjects",1,19,1,12.715,12.715,1,0.600829587,9,0.1377634,15,0.599587652,5,5,2,99999,8,NA,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,95,8,99999,99999,1,20,3,99999,45,8,99999,4,3,3,99999,8,3,1,99999,4,99999,0,99999,1,0,0,10,30,105,0,0,0,0,130,105,0,0,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,3,3,3,4,4,4,5,5,6,7,7,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,6,7,"160804_1250",3,"P","subjects",1,25,1,13.96,13.96,1,0.433707993,7,0.025331145,15,0.75404678,5,5,2,99999,3,NA,99999,99999,60,40,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,10,1,99999,99999,0,22,2,99999,35,6,99999,6,7,8,99999,8,7,1,99999,2,99999,80,99999,1,1,1,20,50,120,0,0,0,0,110,120,40,3.32,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,2,2,2,3,3,3,4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,1,6,"160803_0949",1,"S","subjects",1,20,1,9.81,9.81,1,0.509870406,6,0.03982468,16,0.417434279,7,7,2,99999,2,2,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,10,99999,99999,1,22,3,99999,60,10,99999,6,7,7,99999,10,6,7,99999,5,99999,200,99999,0,0,0,20,0,105,0,0,0,0,70,70,30,2.49,0,0,30,2.49,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,5,6,6,7,8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2,13,"160804_0951",2,"S","subjects",1,32,1,16.201,16.201,1,0.350659832,13,0.040422032,16,0.550860791,6,6,2,99999,1,1,99999,99999,30,70,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,85,1,99999,99999,1,22,3,99999,35,6,99999,6,6,0,99999,10,8,0,99999,2,99999,300,99999,0,1,6,55,0,147,0,0,0,0,30,147,70,5.81,150,12.45,150,12.45,99999,99999,0,99999," 1"," 1",NA," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,10,9,8,7,6,5,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,3,2,"160804_1119",3,"S","subjects",1,23,1,15.62,15.62,1,0.726011306,2,0.090945881,16,0.697172527,5,5,2,99999,6,6,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,75,9,99999,99999,1,20,1,99999,45,8,99999,7,8,2,99999,10,5,1,99999,3,99999,200,99999,1,1,7,60,50,150,0,0,0,0,140,140,10,0.83,175,14.525,10,0.83,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,2,3,4,4,5,5,6,6,6,7,7,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,4,9,"160803_1122",1,"P","subjects",1,20,1,12.3,12.3,1,0.341896062,9,0.01865547,16,0.251420533,13,13,2,99999,5,NA,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,55,10,99999,99999,0,28,2,99999,55,10,99999,0,0,10,99999,10,5,5,99999,6,99999,0,99999,0,0,0,5,0,105,0,0,0,0,100,100,0,0,NA,NA,0,0,99999,99999,0,99999,NA,NA,NA,NA," 1",NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,6,15,"160804_1250",3,"P","subjects",1,21,1,14.375,14.375,1,0.052261068,15,0.001177425,16,0.137686924,14,14,2,99999,10,NA,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,60,10,99999,99999,1,24,3,99999,40,7,99999,5,6,6,99999,10,4,4,99999,4,99999,50,99999,0,1,7,35,0,125,0,0,0,0,90,125,10,0.83,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,4,5,6,7,7,8,9,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,3,"160803_0949",1,"S","subjects",1,24,1,8.15,8.15,1,0.797259095,3,0.944665681,2,0.078132892,14,14,2,99999,1,1,99999,99999,50,50,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,10,99999,99999,1,25,3,99999,60,10,99999,8,5,9,99999,10,2,7,99999,4,99999,100,99999,0,0,0,10,0,105,0,0,0,0,50,50,50,4.15,0,0,50,4.15,99999,99999,0,99999,NA,NA,NA," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,7,9,9,9,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,15,"160804_0951",2,"S","subjects",1,30,1,15.952,15.952,1,0.217683569,15,0.879355051,2,0.405217152,10,10,2,99999,6,6,99999,99999,50,50,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,1,26,3,99999,40,5,99999,6,5,6,99999,10,0,10,99999,1,99999,500,99999,1,1,5,50,30,144,0,0,0,0,80,144,50,4.15,125,10.375,125,10.375,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,4,4,4,5,5,5,5,6,6,7,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,3,8,"160804_1119",3,"S","subjects",1,17,1,11.47,11.47,1,0.261611974,8,0.916633659,2,0.031648093,16,16,2,99999,1,1,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,60,7,99999,99999,1,23,3,99999,40,7,99999,5,7,8,99999,10,1,6,99999,4,99999,50,99999,0,1,7,50,0,140,0,0,0,0,90,90,10,0.83,175,14.525,10,0.83,99999,99999,0,99999,NA," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,4,6,6,7,7,8,8,8,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,13,"160803_1122",1,"P","subjects",1,24,1,12.3,12.3,1,0.203036329,13,0.822279836,2,0.066279465,16,16,2,99999,1,NA,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,75,9,99999,99999,0,28,3,99999,55,10,99999,7,3,3,99999,8,4,7,99999,2,99999,100,99999,1,1,5,40,30,134,0,0,0,0,100,100,30,2.49,NA,NA,30,2.49,99999,99999,0,99999,NA,NA," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,7,8,9,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,5,12,"160803_1241",2,"P","subjects",1,21,1,12.715,12.715,1,0.23698457,12,0.904186036,2,0.57758853,6,6,2,99999,6,NA,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,95,1,99999,99999,1,23,2,99999,5,1,99999,3,8,6,99999,8,9,0,99999,3,99999,0,99999,1,0,0,5,50,105,0,0,0,0,140,105,10,0.83,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,6,5,"160804_1250",3,"P","subjects",1,18,1,14.624,14.624,1,0.612119589,5,0.998248345,2,0.525563402,9,9,2,99999,10,NA,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,95,1,99999,99999,0,26,3,99999,25,5,99999,7,3,5,99999,8,2,7,99999,5,99999,250,99999,1,1,3,30,50,128,0,0,0,0,130,128,20,1.66,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,4,4,5,5,6,6,7,8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,5,"160803_0949",1,"S","subjects",1,32,1,13.96,13.96,1,0.533602351,5,0.912260344,3,0.313619871,10,10,2,99999,10,10,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,1,22,1,99999,60,10,99999,8,9,8,99999,9,7,5,99999,2,99999,100,99999,1,1,1,10,50,110,0,0,0,0,120,120,30,2.49,25,2.075,30,2.49,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,5,5,8,8,8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,6,"160804_0951",2,"S","subjects",1,18,1,18.691,18.691,1,0.737066424,6,0.861886778,3,0.879501539,2,2,2,99999,3,3,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,40,7,99999,99999,1,24,3,99999,40,7,99999,7,1,1,99999,10,1,6,99999,2,99999,100,99999,1,1,10,95,40,177,0,0,0,0,110,177,30,2.49,250,20.75,250,20.75,99999,99999,0,99999,NA,NA,NA," 1"," 1"," 1",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,5,6,6,7,7,7,8,8,9,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,5,"160804_1119",3,"S","subjects",1,27,1,12.3,12.3,1,0.332788496,5,0.912454653,3,0.44062357,6,6,2,99999,7,7,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,1,25,3,99999,55,9,99999,7,7,7,99999,8,8,8,99999,4,99999,50,99999,0,1,8,40,0,128,0,0,0,0,100,100,0,0,200,16.6,0,0,99999,99999,0,99999," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,8,8,8,8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
