"Group2","Marker","Group1","Date","Session","Treatment","subjects","Period","Subject","Group","Profit","TotalProfit","Participate","R1","Rank1","R2","Rank2","R0","Rank0","Group0","Type","TimeContinueWelcomeOK","charity","charityPart2","TimeOKChoiceCharityOK","TimeOKPart1OK","DictatorSelf","DictatorCharity","TimeOKUltimatumAgentOK","TimeOKPayoffInformationOK","answerPart2","TimeOKCodeToStartPart2OK","TimeOKPart2OK","answer1","answer2","answer3","answer4","answer6","answer7","TimeOKControlQuestionsOK","TimeOKGroupAssignmentOK","TimeOKPAPrincipalExpectedAcceptanceOK","TimeOKPAPrincipalEffortOK","OptimalWage","TimeOKPAAgentOK","TimeOKPAAgentEffortOK","PreferedWage","PreferedEffort","TimeOKPAAgentPreferedContractOK","TimeCONTINUEQuestionnaireOK","gender","age","study","TimeCONTINUEQuestion1SociecoOK","fair_wage","fair_effort","TimeCONTINUEQuestion2FairnessRatingsOK","Give_Charity","Punish_Self","Punish_Others","TimeCONTINUEQuestion3WillingnessToActOK","Favor_return","Favor_revenge","Favor_intentions","TimeCONTINUEQuestion4FavorOK","Gift","TimeCONTINUEQuestion5GiftOK","Donation_Good_Cause","TimeCONTINUEQuestion6DonationOK","UltimatumContractConcluded","PAContractConcluded","PAEffort","PAWage","UltimatumPayoff","PAPayoff","OptimalWagePayoff","OptimalWageBonus","NumCorrectAcceptGuesses","NumCorrectRefuseGuesses","PayoffPart1","TotalPayoff","PayoffCharityPart1","PayoffCharityPart1Euro","PayoffCharityPart2","PayoffCharityPart2Euro","TotalPayoffCharity","TotalPayoffCharityEuro","TimeOKFinalPayoffCalculationOK","TimeOKFinalPayoffDisplayAgentOK","TimeOKFinalPayoffDisplayPrincipalOK","TimeTheEndTheEndOK","Ultimatum_Accept_Agent_atShare_Principal_10","Ultimatum_Accept_Agent_atShare_Principal_20","Ultimatum_Accept_Agent_atShare_Principal_30","Ultimatum_Accept_Agent_atShare_Principal_40","Ultimatum_Accept_Agent_atShare_Principal_50","Ultimatum_Accept_Agent_atShare_Principal_60","Ultimatum_Accept_Agent_atShare_Principal_70","Ultimatum_Accept_Agent_atShare_Principal_80","Ultimatum_Accept_Agent_atShare_Principal_90","PA_Accept_Agent_atWage_1","PA_Accept_Agent_atWage_3","PA_Accept_Agent_atWage_5","PA_Accept_Agent_atWage_10","PA_Accept_Agent_atWage_15","PA_Accept_Agent_atWage_20","PA_Accept_Agent_atWage_25","PA_Accept_Agent_atWage_30","PA_Accept_Agent_atWage_35","PA_Accept_Agent_atWage_40","PA_Accept_Agent_atWage_45","PA_Accept_Agent_atWage_50","PA_Accept_Agent_atWage_55","PA_Accept_Agent_atWage_60","PA_Accept_Agent_atWage_65","PA_Accept_Agent_atWage_75","PA_Accept_Agent_atWage_85","PA_Accept_Agent_atWage_95","PA_OfferedEffort_Agent_atWage_1","PA_OfferedEffort_Agent_atWage_3","PA_OfferedEffort_Agent_atWage_5","PA_OfferedEffort_Agent_atWage_10","PA_OfferedEffort_Agent_atWage_15","PA_OfferedEffort_Agent_atWage_20","PA_OfferedEffort_Agent_atWage_25","PA_OfferedEffort_Agent_atWage_30","PA_OfferedEffort_Agent_atWage_35","PA_OfferedEffort_Agent_atWage_40","PA_OfferedEffort_Agent_atWage_45","PA_OfferedEffort_Agent_atWage_50","PA_OfferedEffort_Agent_atWage_55","PA_OfferedEffort_Agent_atWage_60","PA_OfferedEffort_Agent_atWage_65","PA_OfferedEffort_Agent_atWage_75","PA_OfferedEffort_Agent_atWage_85","PA_OfferedEffort_Agent_atWage_95","Ultimatum_Offer_Principal","PA_Offer_Principal","PA_ExpectedAcceptance_Principal_atWage_1","PA_ExpectedAcceptance_Principal_atWage_3","PA_ExpectedAcceptance_Principal_atWage_5","PA_ExpectedAcceptance_Principal_atWage_10","PA_ExpectedAcceptance_Principal_atWage_15","PA_ExpectedAcceptance_Principal_atWage_20","PA_ExpectedAcceptance_Principal_atWage_25","PA_ExpectedAcceptance_Principal_atWage_30","PA_ExpectedAcceptance_Principal_atWage_35","PA_ExpectedAcceptance_Principal_atWage_40","PA_ExpectedAcceptance_Principal_atWage_45","PA_ExpectedAcceptance_Principal_atWage_50","PA_ExpectedAcceptance_Principal_atWage_55","PA_ExpectedAcceptance_Principal_atWage_60","PA_ExpectedAcceptance_Principal_atWage_65","PA_ExpectedAcceptance_Principal_atWage_75","PA_ExpectedAcceptance_Principal_atWage_85","PA_ExpectedAcceptance_Principal_atWage_95","PA_ExpectedEffort_Principal_atWage_1","PA_ExpectedEffort_Principal_atWage_3","PA_ExpectedEffort_Principal_atWage_5","PA_ExpectedEffort_Principal_atWage_10","PA_ExpectedEffort_Principal_atWage_15","PA_ExpectedEffort_Principal_atWage_20","PA_ExpectedEffort_Principal_atWage_25","PA_ExpectedEffort_Principal_atWage_30","PA_ExpectedEffort_Principal_atWage_35","PA_ExpectedEffort_Principal_atWage_40","PA_ExpectedEffort_Principal_atWage_45","PA_ExpectedEffort_Principal_atWage_50","PA_ExpectedEffort_Principal_atWage_55","PA_ExpectedEffort_Principal_atWage_60","PA_ExpectedEffort_Principal_atWage_65","PA_ExpectedEffort_Principal_atWage_75","PA_ExpectedEffort_Principal_atWage_85","PA_ExpectedEffort_Principal_atWage_95","profitmax_effort","real_profitmax_wage"
7,4,1,"160803_1122",1,"P","subjects",1,29,1,9.81,9.81,1,0.830902134,1,0.54439318,7,0.182664219,14,14,2,99999,5,NA,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,85,8,99999,99999,0,19,1,99999,30,5,99999,7,6,5,99999,7,2,0,99999,3,99999,100,99999,0,1,7,60,0,150,0,0,0,0,70,70,30,2.49,NA,NA,30,2.49,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,3,4,4,5,5,6,6,7,7,8,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,5,10,"160803_1241",2,"P","subjects",1,28,1,12.715,12.715,1,0.56619031,10,0.519235412,7,0.168792992,14,14,2,99999,9,NA,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,45,4,99999,99999,0,31,3,99999,30,6,99999,3,5,4,99999,7,7,1,99999,3,99999,100,99999,1,0,0,20,50,105,0,0,0,0,130,105,20,1.66,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6,8,"160804_1250",3,"P","subjects",1,32,1,14.79,14.79,1,0.387878868,8,0.791026079,7,0.921968196,2,2,2,99999,1,NA,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,95,1,99999,99999,0,21,3,99999,40,7,99999,8,8,8,99999,9,2,2,99999,4,99999,0,99999,1,1,1,30,40,130,0,0,0,0,140,130,0,0,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1,9,"160803_0949",1,"S","subjects",1,21,1,16.45,16.45,1,0.45372465,9,0.561729832,8,0.093454465,13,13,2,99999,6,6,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,0,18,1,99999,50,5,99999,5,5,5,99999,4,4,4,99999,2,99999,50,99999,1,1,1,40,50,140,0,0,0,0,150,150,0,0,25,2.075,0,0,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2,2,"160804_0951",2,"S","subjects",1,23,1,14.624,14.624,1,0.958616273,2,0.462405415,8,0.578085292,5,5,2,99999,1,1,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,75,5,99999,99999,0,24,3,99999,45,8,99999,7,3,4,99999,9,3,4,99999,5,99999,150,99999,0,1,3,30,0,128,0,0,0,0,90,128,10,0.83,75,6.225,75,6.225,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,2,2,2,3,3,3,4,4,4,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3,1,"160804_1119",3,"S","subjects",1,26,1,5.66,5.66,1,0.738842507,1,0.472141751,8,0.378662305,10,10,2,99999,1,1,99999,99999,20,80,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,1,10,99999,99999,1,25,1,99999,95,10,99999,10,2,8,99999,10,0,5,99999,4,99999,500,99999,0,0,0,5,0,105,0,0,0,0,20,20,80,6.64,0,0,80,6.64,99999,99999,0,99999,NA,NA,NA," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,4,2,"160803_1122",1,"P","subjects",1,19,1,13.13,13.13,1,0.769727191,2,0.46121549,8,0.687917884,5,5,2,99999,3,NA,99999,99999,60,40,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,60,10,99999,99999,0,22,3,99999,60,10,99999,9,1,5,99999,10,0,4,99999,6,99999,200,99999,1,1,3,20,50,118,0,0,0,0,110,110,40,3.32,NA,NA,40,3.32,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,3,3,3,4,5,6,6,7,7,8,9,9,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,5,13,"160803_1241",2,"P","subjects",1,18,1,15.288,15.288,1,0.142863103,13,0.505758273,8,0.758486158,3,3,2,99999,6,NA,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,45,7,99999,99999,1,29,3,99999,40,7,99999,5,7,7,99999,8,6,2,99999,2,99999,10,99999,0,1,4,40,0,136,0,0,0,0,100,136,0,0,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,2,3,4,5,7,7,9,9,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,14,"160804_1250",3,"P","subjects",1,19,1,14.707,14.707,1,0.067120023,14,0.769937265,8,0.659495311,6,6,2,99999,5,NA,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,40,7,99999,99999,1,24,2,99999,40,7,99999,3,7,6,99999,10,2,0,99999,1,99999,100,99999,1,1,5,35,50,129,0,0,0,0,120,129,30,2.49,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,7,6,5,5,5,7,9,7,8,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,7,"160803_0949",1,"S","subjects",1,28,1,13.96,13.96,1,0.470955965,7,0.519279805,9,0.065925982,15,15,2,99999,6,6,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,60,8,99999,99999,1,24,1,99999,55,9,99999,7,3,7,99999,9,6,5,99999,2,99999,300,99999,1,1,4,15,40,111,0,0,0,0,120,120,20,1.66,100,8.3,20,1.66,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,5,4,4,4,5,5,5,6,7,7,8,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2,1,"160804_0951",2,"S","subjects",1,17,1,18.691,18.691,1,0.994577667,1,0.374313311,9,0.131734138,15,15,2,99999,8,8,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,30,8,99999,99999,0,29,1,99999,30,6,99999,8,7,9,99999,9,5,7,99999,2,99999,50,99999,1,1,10,95,50,177,0,0,0,0,140,177,10,0.83,250,20.75,250,20.75,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,7,7,7,8,8,8,9,9,9,9,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,3,10,"160804_1119",3,"S","subjects",1,28,1,11.47,11.47,1,0.176259553,10,0.400575483,9,0.374885296,11,11,2,99999,6,6,99999,99999,50,50,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,60,10,99999,99999,1,24,3,99999,60,10,99999,7,2,7,99999,10,2,6,99999,5,99999,500,99999,1,1,8,35,40,123,0,0,0,0,90,90,50,4.15,200,16.6,50,4.15,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,6,7,8,9,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,15,"160803_1122",1,"P","subjects",1,25,1,10.64,10.64,1,0.049935624,15,0.432127785,9,0.88621872,3,3,2,99999,10,NA,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,95,1,99999,99999,1,21,3,99999,50,8,99999,10,8,8,99999,10,2,0,99999,4,99999,100,99999,1,1,4,30,10,126,0,0,0,0,80,80,30,2.49,NA,NA,30,2.49,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,2,3,3,4,5,6,6,7,8,1,6,9,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,5,11,"160803_1241",2,"P","subjects",1,26,1,16.035,16.035,1,0.306893541,11,0.299628358,9,0.044772727,15,15,2,99999,7,NA,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,65,10,99999,99999,1,24,2,99999,65,10,99999,10,10,10,99999,10,5,6,99999,5,99999,400,99999,1,1,7,55,50,145,0,0,0,0,120,145,30,2.49,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,2,2,3,3,4,5,6,6,7,8,9,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,11,"160804_1250",3,"P","subjects",1,29,1,12.715,12.715,1,0.33992077,11,0.674984708,9,0.459753124,10,10,2,99999,1,NA,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,95,1,99999,99999,1,21,1,99999,50,6,99999,8,3,2,99999,10,3,1,99999,6,99999,300,99999,1,0,0,5,50,105,0,0,0,0,130,105,20,1.66,NA,NA,-1,-1,99999,99999,0,99999,NA,NA,NA,NA," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,"160803_0949",1,"S","subjects",1,1,1,13.96,13.96,1,0.98208583,1,0.004823118,16,0.967123604,0,1,1,99999,7,8,0,99999,70,30,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,95,0,0,0,0,0,99999,0,22,3,99999,60,10,99999,7,2,2,99999,8,0,9,99999,4,99999,100,99999,1,1,4,50,50,91.5,-45,0,1,2,120,120,30,2.49,100,8.3,30,2.49,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,2,3,3,3,4,4,5,6,7,8,9,10,10,10,10,3,25
1,2,1,"160804_0951",2,"S","subjects",1,1,1,14.4995,14.4995,1,0.318788784,14,0.699110619,5,0.392605146,10,1,1,99999,1,1,0,99999,80,20,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,75,0,0,0,0,0,99999,1,20,2,99999,40,7,99999,8,3,5,99999,8,3,7,99999,4,99999,200,99999,1,1,6,35,50,126.5,25,0,1,2,130,126.5,20,1.66,150,12.45,150,12.45,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,35,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,2,2,3,4,5,6,7,8,9,9,10,10,60
1,3,1,"160804_1119",3,"S","subjects",1,1,1,11.47,11.47,1,0.625600983,3,0.404399289,8,0.570025317,5,1,1,99999,3,2,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,25,0,0,0,0,0,99999,0,30,3,99999,60,10,99999,10,10,10,99999,10,0,0,99999,6,99999,50,99999,0,1,7,60,0,111,25,0,0,2,90,90,10,0.83,175,14.525,10,0.83,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,60,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,5,15
1,4,1,"160803_1122",1,"P","subjects",1,1,1,9.81,9.81,1,0.90132497,0,0.770120223,2,0.276844821,12,1,1,99999,1,NA,0,99999,70,30,0,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,99999,99999,25,0,0,0,0,0,99999,1,23,3,99999,30,5,99999,7,0,0,99999,9,0,0,99999,3,99999,300,99999,0,0,0,20,0,106,-15,0,8,4,70,70,30,2.49,NA,NA,30,2.49,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,20,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,4,5,3,3,3,3,1,1,1,1,1,1,1,1,1,25
1,5,1,"160803_1241",2,"P","subjects",1,1,1,10.9305,10.9305,1,0.717120844,6,0.389249471,8,0.630703455,4,1,1,99999,10,NA,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,99999,99999,1,0,0,0,0,0,99999,0,26,3,99999,40,7,99999,10,4,7,99999,10,4,0,99999,5,99999,0,99999,1,1,1,30,50,83.5,-1,0,4,3,150,83.5,0,0,NA,NA,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,30,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,55
1,6,1,"160804_1250",3,"P","subjects",1,1,1,14.873,14.873,1,0.376381817,8,0.434038173,12,0.365077963,10,1,1,99999,1,NA,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,99999,99999,60,0,0,0,0,0,99999,0,23,1,99999,60,10,99999,5,4,2,99999,8,3,8,99999,6,99999,0,99999,1,1,4,10,50,131,30,0,0,2,150,131,0,0,NA,NA,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,10,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,35
10,1,10,"160803_0949",1,"S","subjects",1,10,1,11.47,11.47,1,0.17924138,14,0.874590768,4,0.839300228,1,10,1,99999,10,1,0,99999,40,60,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,10,0,0,0,0,0,99999,1,24,2,99999,60,10,99999,10,3,4,99999,9,0,8,99999,2,99999,180,99999,1,0,0,10,50,104,-10,0,0,8,90,90,60,4.98,0,0,60,4.98,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,65
10,2,10,"160804_0951",2,"S","subjects",1,10,1,15.371,15.371,1,0.540750328,9,0.670352357,6,0.71628554,3,10,1,99999,6,10,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,40,0,0,0,0,0,99999,1,24,3,99999,35,6,99999,5,5,7,99999,10,5,2,99999,5,99999,250,99999,1,1,7,35,50,137,40,0.5,0,3,140,137,10,0.83,175,14.525,175,14.525,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,35,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,4,4,5,5,5,5,5,5,10
10,3,10,"160804_1119",3,"S","subjects",1,10,1,16.45,16.45,1,0.8619147,0,0.713430422,4,0.240064528,12,10,1,99999,1,3,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,40,0,0,0,0,0,99999,0,27,1,99999,50,9,99999,8,5,3,99999,10,4,7,99999,4,99999,75,99999,1,1,2,30,60,93.5,0,0,2,5,150,150,10,0.83,50,4.15,10,0.83,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,30,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,3,3,4,4,5,5,6,6,7,7,8,8,7,55
